lon,lat,series_id,study_id,spatial_unit,variable,taxonname,species_code,site_number,unit,ott_id,name_cleaned,ncbi_id,genus,family,order,class,phylum,kingdom,taxon_rank
102.31,2.98,seriesA02555_site004_speciesSHOLEP_varialbe_flower_unit_% individuals flowering,A02555,stand,flower,Shorea leprosula,SHOLEP,004,% individuals flowering,291602,Shorea leprosula,152421,Rubroshorea,Dipterocarpaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae,species
102.31,2.98,seriesA02555_site005_speciesSHOMAX_varialbe_flower_unit_% individuals flowering,A02555,stand,flower,Shorea maxwelliana,SHOMAX,005,% individuals flowering,459415,Shorea maxwelliana,152426,Shorea,Dipterocarpaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.12,-29.91,seriesA02556_site001_speciesANGCOS_varialbe_flower_unit_% flowering,A02556,stand,flower,Angophora costata,ANGCOS,001,% flowering,298680,Angophora costata,87657,Angophora,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.23,-29.77,seriesA02556_site002_speciesCORGUM_varialbe_flower_unit_% flowering,A02556,stand,flower,Corymbia gummifera,CORGUM,002,% flowering,849724,Corymbia gummifera,183803,Corymbia,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.23,-29.7,seriesA02556_site003_speciesANGCOS_varialbe_flower_unit_% flowering,A02556,stand,flower,Angophora costata,ANGCOS,003,% flowering,298680,Angophora costata,87657,Angophora,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.23,-29.7,seriesA02556_site004_speciesCORGUM_varialbe_flower_unit_% flowering,A02556,stand,flower,Corymbia gummifera,CORGUM,004,% flowering,849724,Corymbia gummifera,183803,Corymbia,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.12,-29.91,seriesA02556_site005_speciesLOPCON_varialbe_flower_unit_% flowering,A02556,stand,flower,Lophostemon confertus,LOPCON,005,% flowering,81281,Lophostemon confertus,73751,Lophostemon,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.16,-30.06,seriesA02556_site006_speciesEUCPIL_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus pilularis,EUCPIL,006,% flowering,191237,Eucalyptus pilularis,106643,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.13,-29.91,seriesA02556_site007_speciesLOPCON_varialbe_flower_unit_% flowering,A02556,stand,flower,Lophostemon confertus,LOPCON,007,% flowering,81281,Lophostemon confertus,73751,Lophostemon,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
152.91,-30.12,seriesA02556_site008_speciesEUCPIL_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus pilularis,EUCPIL,008,% flowering,191237,Eucalyptus pilularis,106643,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
152.91,-30.12,seriesA02556_site009_speciesCORCIT_varialbe_flower_unit_% flowering,A02556,stand,flower,Corymbia citriodora,CORCIT,009,% flowering,409369,Corymbia citriodora,34329,Corymbia,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.16,-30.06,seriesA02556_site010_speciesCORCIT_varialbe_flower_unit_% flowering,A02556,stand,flower,Corymbia citriodora,CORCIT,010,% flowering,409369,Corymbia citriodora,34329,Corymbia,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
152.91,-30.12,seriesA02556_site011_speciesEUCGRA_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus grandis,EUCGRA,011,% flowering,40959,Eucalyptus grandis,71139,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.21,-29.77,seriesA02556_site012_speciesEUCSAL_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus saligna,EUCSAL,012,% flowering,422184,Eucalyptus saligna,99019,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.15,-30.19,seriesA02556_site013_speciesEUCROB_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus robusta,EUCROB,013,% flowering,528024,Eucalyptus robusta,627158,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.3,-29.99,seriesA02556_site014_speciesEUCMCO_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus microcorys,EUCMCO,014,% flowering,847939,Eucalyptus microcorys,34315,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.24,-29.7,seriesA02556_site015_speciesEUCACM_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus acmenoides,EUCACM,015,% flowering,3935738,Eucalyptus acmenoides,1711128,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.23,-29.7,seriesA02556_site016_speciesMELQUI_varialbe_flower_unit_% flowering,A02556,stand,flower,Melaleuca quinquenervia,MELQUI,016,% flowering,457009,Melaleuca quinquenervia,164942,Melaleuca,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.23,-29.7,seriesA02556_site017_speciesEUCSID_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus siderophloia,EUCSID,017,% flowering,993409,Eucalyptus siderophloia,795993,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.23,-29.7,seriesA02556_site018_speciesEUCTER_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus tereticornis,EUCTER,018,% flowering,173799,Eucalyptus tereticornis,183855,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.16,-30.06,seriesA02556_site019_speciesEUCSID_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus siderophloia,EUCSID,019,% flowering,993409,Eucalyptus siderophloia,795993,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
153.23,-29.77,seriesA02556_site020_speciesEUCTER_varialbe_flower_unit_% flowering,A02556,stand,flower,Eucalyptus tereticornis,EUCTER,020,% flowering,173799,Eucalyptus tereticornis,183855,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae,species
-106.48,35.28,seriesA02557_site001_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,001,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-106.36,35.25,seriesA02557_site002_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,002,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-106.46,36.49,seriesA02557_site003_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,003,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-106.49,36.41,seriesA02557_site004_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,004,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.63,37.86,seriesA02557_site005_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,005,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.59,37.88,seriesA02557_site006_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,006,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.9,38.95,seriesA02557_site007_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,007,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.94,39,seriesA02557_site008_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,008,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-107.61,38.74,seriesA02557_site009_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,009,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-107.59,38.62,seriesA02557_site010_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,010,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-109.05,38.62,seriesA02557_site011_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,011,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-109.01,38.64,seriesA02557_site012_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,012,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-107.12,34.04,seriesA02557_site013_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,013,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-107.23,34.06,seriesA02557_site014_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,014,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-107.21,34.2,seriesA02557_site015_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,015,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.03,38.38,seriesA02557_site016_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,016,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.02,38.45,seriesA02557_site017_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,017,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.57,38.13,seriesA02557_site018_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,018,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.5,38.12,seriesA02557_site019_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,019,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.67,40.59,seriesA02557_site020_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,020,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.74,40.87,seriesA02557_site021_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,021,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-106.62,35.71,seriesA02557_site022_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,022,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-106.66,35.68,seriesA02557_site023_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,023,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.36,32.83,seriesA02557_site024_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,024,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.15,32.81,seriesA02557_site025_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,025,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.88,33.3,seriesA02557_site026_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,026,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.84,33.44,seriesA02557_site027_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,027,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-108.82,33.39,seriesA02557_site028_speciesPINEDU_varialbe_cone_unit_cones/individual,A02557,stand,cone,Pinus edulis,PINEDU,028,cones/individual,568629,Pinus edulis,3340,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-82.63,39.46,seriesA02559_site001_speciesQUEMNT_varialbe_fruit_unit_fruits/m2,A02559,region,fruit,Quercus montana,QUEMNT,001,fruits/m2,252507,Quercus montana,167432,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
-82.63,39.46,seriesA02559_site002_speciesQUEVEL_varialbe_fruit_unit_fruits/m2,A02559,region,fruit,Quercus velutina,QUEVEL,002,fruits/m2,581813,Quercus velutina,500452,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
3.6,43.74,seriesM04008_site001_speciesQUEILE_varialbe_seed_unit_g/m2,M04008,stand,seed,Quercus ilex,QUEILE,001,g/m2,272692,Quercus ilex,58334,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
-68.664,-10.777,seriesM04009_site001_speciesBEREXC_varialbe_fruit_unit_fruits/plot,M04009,stand,fruit,Bertholletia excelsa,BEREXC,001,fruits/plot,429489,Bertholletia excelsa,3645,Bertholletia,Lecythidaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
-68.392,-10.828,seriesM04009_site002_speciesBEREXC_varialbe_fruit_unit_fruits/plot,M04009,stand,fruit,Bertholletia excelsa,BEREXC,002,fruits/plot,429489,Bertholletia excelsa,3645,Bertholletia,Lecythidaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
-1.7,53.19,seriesM04010_site001_speciesFRAEXC_varialbe_fruit_unit_g/m2,M04010,stand,fruit,Fraxinus excelsior,FRAEXC,001,g/m2,671802,Fraxinus excelsior,38873,Fraxinus,Oleaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae,species
-138.41,61.01,seriesM04012_site001_speciesARCRUB_varialbe_fruit_unit_fruits/m2,M04012,region,fruit,Arctous rubra,ARCRUB,001,fruits/m2,622571,Arctous rubra,84012,Arctous,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
-138.41,61.01,seriesM04012_site001_speciesARCUVA_varialbe_fruit_unit_fruits/m2,M04012,region,fruit,Arctostaphylos uva-ursi,ARCUVA,001,fruits/m2,100960,Arctostaphylos uva-ursi,84009,Arctostaphylos,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
-138.41,61.01,seriesM04012_site001_speciesEMPNIG_varialbe_fruit_unit_fruits/m2,M04012,region,fruit,Empetrum nigrum,EMPNIG,001,fruits/m2,760250,Empetrum nigrum,191066,Empetrum,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
-138.41,61.01,seriesM04012_site001_speciesGEOLIV_varialbe_fruit_unit_fruits/m2,M04012,region,fruit,Geocaulon lividum,GEOLIV,001,fruits/m2,598151,Geocaulon lividum,70874,Geocaulon,Comandraceae,Santalales,Magnoliopsida,Streptophyta,Viridiplantae,species
-138.41,61.01,seriesM04012_site001_speciesSHECAN_varialbe_fruit_unit_fruits/branch,M04012,region,fruit,Shepherdia canadensis,SHECAN,001,fruits/branch,788508,Shepherdia canadensis,36905,Shepherdia,Elaeagnaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae,species
-138.41,61.01,seriesM04012_site001_speciesVACVIT_varialbe_fruit_unit_fruits/m2,M04012,region,fruit,Vaccinium vitis-idaea,VACVIT,001,fruits/m2,242921,Vaccinium vitis-idaea,180772,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
5.24,43.79,seriesM04015_site001_speciesCEDATL_varialbe_seed_unit_seeds/individual,M04015,stand,seed,Cedrus atlantica,CEDATL,001,seeds/individual,1080542,Cedrus atlantica,123597,Cedrus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
107.78,33.67,seriesM10147_site001_speciesCASMOL_varialbe_seed_unit_seeds/individual,M10147,stand,seed,Castanea mollissima,CASMOL,001,seeds/individual,540978,Castanea mollissima,60419,Castanea,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
133.96,-24.02,seriesM04019_site001_speciesTRIPUN_varialbe_seed_unit_seeds/hummock,M04019,stand,seed,Triodia pungens,TRIPUN,001,seeds/hummock,252347,Triodia pungens,751731,Triodia,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae,species
-51.96,-1.56,seriesM04020_site001_speciesBEREXC_varialbe_fruit_unit_fruits/individual,M04020,patch,fruit,Bertholletia excelsa,BEREXC,001,fruits/individual,429489,Bertholletia excelsa,3645,Bertholletia,Lecythidaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
-52.3,-1.42,seriesM04020_site002_speciesBEREXC_varialbe_fruit_unit_fruits/individual,M04020,patch,fruit,Bertholletia excelsa,BEREXC,002,fruits/individual,429489,Bertholletia excelsa,3645,Bertholletia,Lecythidaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae,species
19.61,49.55,seriesM04021_site001_speciesABIALB_varialbe_seed_unit_seeds/m2,M04021,stand,seed,Abies alba,ABIALB,001,seeds/m2,887363,Abies alba,45372,Abies,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
138.3919,36.97722,seriesM04024_site001_speciesFAGCRE_varialbe_seed_unit_seeds/m2,M04024,stand,seed,Fagus crenata,FAGCRE,001,seeds/m2,288140,Fagus crenata,28929,Fagus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
138.3919,36.97722,seriesM04024_site001_speciesFAGCRE_varialbe_flower_unit_flowers/m2,M04024,stand,flower,Fagus crenata,FAGCRE,001,flowers/m2,288140,Fagus crenata,28929,Fagus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
138.4494,36.98611,seriesM04024_site002_speciesFAGCRE_varialbe_seed_unit_seeds/m2,M04024,stand,seed,Fagus crenata,FAGCRE,002,seeds/m2,288140,Fagus crenata,28929,Fagus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
138.4494,36.98611,seriesM04024_site002_speciesFAGCRE_varialbe_flower_unit_flowers/m2,M04024,stand,flower,Fagus crenata,FAGCRE,002,flowers/m2,288140,Fagus crenata,28929,Fagus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
138.3967,36.91694,seriesM04024_site003_speciesFAGCRE_varialbe_seed_unit_seeds/m2,M04024,stand,seed,Fagus crenata,FAGCRE,003,seeds/m2,288140,Fagus crenata,28929,Fagus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
138.3967,36.91694,seriesM04024_site003_speciesFAGCRE_varialbe_flower_unit_flowers/m2,M04024,stand,flower,Fagus crenata,FAGCRE,003,flowers/m2,288140,Fagus crenata,28929,Fagus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae,species
84.333,56.4,seriesM04040_site001_speciesPINSIB_varialbe_cone_unit_cones/individual,M04040,stand,cone,Pinus sibirica,PINSIB,001,cones/individual,814113,Pinus sibirica,62752,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-5.05,41.43,seriesM04042_site001_speciesPINPNE_varialbe_cone_unit_g/m2,M04042,region,cone,Pinus pinea,PINPNE,001,g/m2,568639,Pinus pinea,3346,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-4.5,41.33,seriesM04042_site002_speciesPINPNE_varialbe_cone_unit_g/m2,M04042,region,cone,Pinus pinea,PINPNE,002,g/m2,568639,Pinus pinea,3346,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-4.95,41.5,seriesM04042_site003_speciesPINPNE_varialbe_cone_unit_g/m2,M04042,region,cone,Pinus pinea,PINPNE,003,g/m2,568639,Pinus pinea,3346,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-4.57,41.42,seriesM04042_site004_speciesPINPNE_varialbe_cone_unit_g/m2,M04042,region,cone,Pinus pinea,PINPNE,004,g/m2,568639,Pinus pinea,3346,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
-4.72,41.48,seriesM04042_site005_speciesPINPNE_varialbe_cone_unit_g/m2,M04042,region,cone,Pinus pinea,PINPNE,005,g/m2,568639,Pinus pinea,3346,Pinus,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesAFZBIP_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Afzelia bipindensis,AFZBIP,001,% individuals fruiting,301494,Afzelia bipindensis,162643,Afzelia,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesAIDOCH_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Aidia ochroleuca,AIDOCH,001,% individuals fruiting,3878036,Aidia ochroleuca,NA,NA,NA,NA,NA,NA,NA,NA
13.216667,-5.65,seriesM04018_site001_speciesALBFER_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Albizia ferruginea,ALBFER,001,% individuals fruiting,3919366,Albizia ferruginea,1940501,Albizia,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesALLAFR_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Allophylus africanus,ALLAFR,001,% individuals fruiting,5233067,Allophylus africanus,1194980,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesALLFLO_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Allanblackia floribunda,ALLFLO,001,% individuals fruiting,206329,Allanblackia floribunda,469914,Allanblackia,Clusiaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesAMPFER_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Amphimas ferrugineus,AMPFER,001,% individuals fruiting,3919840,Amphimas ferrugineus,1602303,Amphimas,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesANNAFF_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Annickia affinis,ANNAFF,001,% individuals fruiting,3868096,Annickia affinis,2109290,Annickia,Annonaceae,Magnoliales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesANTMAC_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Anthonotha macrophylla,ANTMAC,001,% individuals fruiting,876417,Anthonotha macrophylla,162653,Anthonotha,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesANTNAN_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Antrocaryon nannanii,ANTNAN,001,% individuals fruiting,6123783,Antrocaryon nannanii,NA,NA,NA,NA,NA,NA,NA,NA
13.216667,-5.65,seriesM04018_site001_speciesANTTOX_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Antiaris toxicaria,ANTTOX,001,% individuals fruiting,539291,Antiaris toxicaria,241857,Antiaris,Moraceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesBAIINS_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Baikiaea insignis,BAIINS,001,% individuals fruiting,351631,Baikiaea insignis,162665,Baikiaea,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesBARDEW_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Barteria dewevrei,BARDEW,001,% individuals fruiting,619247,Barteria dewevrei,1264847,Barteria,Passifloraceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesBLIWEL_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Blighia welwitschii,BLIWEL,001,% individuals fruiting,5748053,Blighia welwitschii,1194991,Blighia,Sapindaceae,Sapindales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesBOMBUO_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Bombax buonopozense,BOMBUO,001,% individuals fruiting,312752,Bombax buonopozense,66654,Bombax,Malvaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesCANSCH_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Canarium schweinfurthii,CANSCH,001,% individuals fruiting,431769,Canarium schweinfurthii,533031,Canarium,Burseraceae,Sapindales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesCARPRO_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Carapa procera,CARPRO,001,% individuals fruiting,348348,Carapa procera,587564,Carapa,Meliaceae,Sapindales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesCEIPEN_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Ceiba pentandra,CEIPEN,001,% individuals fruiting,987976,Ceiba pentandra,193163,Ceiba,Malvaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesCELMIL_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Celtis mildbraedii,CELMIL,001,% individuals fruiting,5233295,Celtis mildbraedii,1237422,Celtis,Cannabaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae,species
13.216667,-5.65,seriesM04018_site001_speciesCHRAFR_varialbe_fruit_unit_% individuals fruiting,M04018,stand,fruit,Chrysophyllum africanum,CHRAFR,001,% individuals fruiting,3901129,Chrysophyllum africanum,NA,Chrysophyllum,Sapotaceae,Ericales,Magnoliopsida,NA,Plantae,species
