taxonname,name_cleaned,search_string,unique_name,approximate_match,score,ott_id,is_synonym,flags,number_matches
Epirrhoe alternata,Epirrhoe alternata,epirrhoe alternata,Epirrhoe alternata,FALSE,1,303929,FALSE,NA,1
Thera juniperata,Thera juniperata,thera juniperata,Thera juniperata,FALSE,1,194824,FALSE,NA,1
Philereme transversata,Philereme transversata,philereme transversata,Philereme transversata,FALSE,1,674754,FALSE,NA,1
Epirrhoe galiata,Epirrhoe galiata,epirrhoe galiata,Epirrhoe galiata,FALSE,1,584724,FALSE,NA,1
Hydriomena furcata,Hydriomena furcata,hydriomena furcata,Hydriomena furcata,FALSE,1,796001,FALSE,NA,1
Triphosa dubitata,Triphosa dubitata,triphosa dubitata,Triphosa dubitata,FALSE,1,288907,FALSE,NA,1
Chesias legatella,Chesias legatella,chesias legatella,Chesias legatella,FALSE,1,187435,FALSE,NA,1
Hydriomena impluviata,Hydriomena impluviata,hydriomena impluviata,Hydriomena impluviata,FALSE,1,322522,FALSE,NA,1
Rheumaptera undulata,Rheumaptera undulata,rheumaptera undulata,Rheumaptera undulata,FALSE,1,195378,FALSE,NA,1
Chesias rufata,Chesias rufata,chesias rufata,Chesias rufata,FALSE,1,3086335,FALSE,NA,1
Hydriomena ruberata,Hydriomena ruberata,hydriomena ruberata,Hydriomena ruberata,FALSE,1,689417,FALSE,NA,1
Epirrhoe rivata,Epirrhoe rivata,epirrhoe rivata,Epirrhoe rivata,FALSE,1,584720,FALSE,NA,1
Aplocera plagiata,Aplocera plagiata,aplocera plagiata,Aplocera plagiata,FALSE,1,536947,FALSE,NA,1
Aplocera efformata,Aplocera efformata,aplocera efformata,Aplocera efformata,FALSE,1,710940,FALSE,NA,1
Trichopteryx carpinata,Trichopteryx carpinata,trichopteryx carpinata,Trichopteryx carpinata,FALSE,1,540269,FALSE,NA,1
Larentia clavaria,Larentia clavaria,larentia clavaria,Larentia clavaria,FALSE,1,1049189,FALSE,NA,1
Horisme vitalbata,Horisme vitalbata,horisme vitalbata,Horisme vitalbata,FALSE,1,166228,FALSE,NA,1
Orthonama vittata,Orthonama vittata,orthonama vittata,Orthonama vittata,FALSE,1,3085658,FALSE,NA,1
Pelurga comitata,Pelurga comitata,pelurga comitata,Pelurga comitata,FALSE,1,134366,FALSE,NA,1
Horisme tersata,Horisme tersata,horisme tersata,Horisme tersata,FALSE,1,887900,FALSE,NA,1
Scotopteryx mucronata,Scotopteryx mucronata,scotopteryx mucronata,Scotopteryx mucronata,FALSE,1,3082985,FALSE,NA,1
Operophtera brumata,Operophtera brumata,operophtera brumata,Operophtera brumata,FALSE,1,322510,FALSE,sibling_higher,1
Pterapherapteryx sexalata,Pterapherapteryx sexalata,pterapherapteryx sexalata,Pterapherapteryx sexalata,FALSE,1,739208,FALSE,NA,1
Scotopteryx luridata plumbaria,Scotopteryx luridata,scotopteryx luridata,Scotopteryx luridata,FALSE,1,337117,FALSE,NA,1
Operophtera fagata,Operophtera fagata,operophtera fagata,Operophtera fagata,FALSE,1,322512,FALSE,sibling_higher,1
Acasis viretata,Acasis viretata,acasis viretata,Acasis viretata,FALSE,1,63669,FALSE,NA,1
Scotopteryx chenopodiata,Scotopteryx chenopodiata,scotopteryx chenopodiata,Scotopteryx chenopodiata,FALSE,1,73473,FALSE,NA,1
Asthena albulata,Asthena albulata,asthena albulata,Asthena albulata,FALSE,1,187430,FALSE,NA,1
Hydrelia flammeolaria,Hydrelia flammeolaria,hydrelia flammeolaria,Hydrelia flammeolaria,FALSE,1,647213,FALSE,NA,1
Lomaspilis marginata,Lomaspilis marginata,lomaspilis marginata,Lomaspilis marginata,FALSE,1,328034,FALSE,NA,1
Cabera exenthemata,Cabera exanthemata,cabera exenthemata,Cabera exanthemata,TRUE,0.944444418,63666,FALSE,NA,2
Euchoeca nebulata,Euchoeca nebulata,euchoeca nebulata,Euchoeca nebulata,FALSE,1,647221,FALSE,NA,1
Ligdia adustata,Ligdia adustata,ligdia adustata,Ligdia adustata,FALSE,1,689407,FALSE,NA,1
Hylaea fasciaria,Hylaea fasciaria,hylaea fasciaria,Hylaea fasciaria,FALSE,1,264938,FALSE,NA,1
Venusia cambrica,Venusia cambrica,venusia cambrica,Venusia cambrica,FALSE,1,467715,FALSE,sibling_higher,1
Lomographa bimaculata,Lomographa bimaculata,lomographa bimaculata,Lomographa bimaculata,FALSE,1,10125,FALSE,NA,1
Campaea margaritata,Campaea margaritaria,campaea margaritata,Campaea margaritaria,FALSE,1,636958,TRUE,NA,1
Abraxas sylvata,Abraxas sylvata,abraxas sylvata,Abraxas sylvata,FALSE,1,1030087,FALSE,NA,1
Lomographa temerata,Lomographa temerata,lomographa temerata,Lomographa temerata,FALSE,1,689403,FALSE,NA,1
Semiothisa liturata,Semiothisa liturata,semiothisa liturata,Semiothisa liturata,FALSE,1,7710589,FALSE,sibling_higher,1
Abraxas grossulariata,Abraxas grossulariatus,abraxas grossulariata,Abraxas grossulariatus,FALSE,1,696325,TRUE,NA,1
Cabera pusaria,Cabera pusaria,cabera pusaria,Cabera pusaria,FALSE,1,315065,FALSE,NA,1
Theria primaria,Theria primaria,theria primaria,Theria primaria,FALSE,1,4267991,FALSE,NA,1
Agriopis leucophaeria,Agriopis leucophaearia,agriopis leucophaeria,Agriopis leucophaearia,TRUE,0.954545438,63671,FALSE,NA,1
Ennomos autumnaria,Ennomos autumnarius,ennomos autumnaria,Ennomos autumnarius,FALSE,1,663990,TRUE,NA,1
Selenia dentaria,Selenia dentaria,selenia dentaria,Selenia dentaria,FALSE,1,432451,FALSE,NA,1
Agriopis aurantiaria,Agriopis aurantiaria,agriopis aurantiaria,Agriopis aurantiaria,FALSE,1,272583,FALSE,NA,1
Ennomos quercinaria,Ennomos quercinarius,ennomos quercinaria,Ennomos quercinarius,FALSE,1,50273,TRUE,NA,1
Selenia lunularia,Selenia lunularia,selenia lunularia,Selenia lunularia,FALSE,1,826833,FALSE,NA,1
Agriopis marginaria,Agriopis marginaria,agriopis marginaria,Agriopis marginaria,FALSE,1,1030104,FALSE,NA,1
Ennomos alniaria,Ennomos alniaria,ennomos alniaria,Ennomos alniaria,FALSE,1,536930,FALSE,NA,1
Selenia tetralunaria,Selenia tetralunaria,selenia tetralunaria,Selenia tetralunaria,FALSE,1,432449,FALSE,NA,1
Errannis defoliaria,Erannis defoliaria,errannis defoliaria,Erannis defoliaria,TRUE,0.944444418,523459,FALSE,NA,1
Ennomoa fuscantaria,Ennomos fuscantarius,ennomoa fuscantaria,Ennomos fuscantarius,TRUE,0.947368443,788400,FALSE,NA,2
Apeira syringaria,Apeira syringaria,apeira syringaria,Apeira syringaria,FALSE,1,710937,FALSE,NA,1
Plagodis pulveraria,Plagodis pulveraria,plagodis pulveraria,Plagodis pulveraria,FALSE,1,1007361,FALSE,NA,1
Ennomos erosaria,Ennomos erosarius,ennomos erosaria,Ennomos erosarius,FALSE,1,636966,TRUE,NA,1
Odontopera bidentata,Odontopera bidentata,odontopera bidentata,Odontopera bidentata,FALSE,1,50271,FALSE,NA,1
Colotois pennaria,Colotois pennaria,colotois pennaria,Colotois pennaria,FALSE,1,272586,FALSE,NA,1
Ourapteryx sambucaria,Ourapteryx sambucaria,ourapteryx sambucaria,Ourapteryx sambucaria,FALSE,1,1009179,FALSE,sibling_higher,1
Biston betularia,Biston betularia,biston betularia,Biston betularia,FALSE,1,968114,FALSE,NA,1
Crocallis elinguaria,Crocallis elinguaria,crocallis elinguaria,Crocallis elinguaria,FALSE,1,63680,FALSE,NA,1
Apocheima pilosaria,Apocheima pilosaria,apocheima pilosaria,Apocheima pilosaria,FALSE,1,73476,FALSE,NA,1
Menophra abruptaria,Menophra abruptaria,menophra abruptaria,Menophra abruptaria,FALSE,1,4274327,FALSE,NA,1
Plagodis dolabraria,Plagodis dolabraria,plagodis dolabraria,Plagodis dolabraria,FALSE,1,1009195,FALSE,NA,1
Apocheima hispidaria,Apocheima hispidaria,apocheima hispidaria,Apocheima hispidaria,FALSE,1,315055,FALSE,NA,1
Peribatodes rhomboidaria,Peribatodes rhomboidaria,peribatodes rhomboidaria,Peribatodes rhomboidaria,FALSE,1,878697,FALSE,NA,1
Opisthograptis luteolata,Opisthograptis luteolata,opisthograptis luteolata,Opisthograptis luteolata,FALSE,1,1009177,FALSE,NA,1
Lycia hirtaria,Lycia hirtaria,lycia hirtaria,Lycia hirtaria,FALSE,1,73474,FALSE,sibling_higher,1
Cleorodes lichenaria,Cleorodes lichenaria,cleorodes lichenaria,Cleorodes lichenaria,FALSE,1,227274,FALSE,NA,1
Epione repandaria,Epione repandaria,epione repandaria,Epione repandaria,FALSE,1,584726,FALSE,NA,1
Biston strataria,Biston stratarius,biston strataria,Biston stratarius,FALSE,1,315062,TRUE,NA,1
Deileptenia ribesta,Deileptenia ribeata,deileptenia ribesta,Deileptenia ribeata,TRUE,0.947368443,788393,FALSE,NA,1
Alcis rependata,Alcis repandata,alcis rependata,Alcis repandata,TRUE,0.933333337,973776,FALSE,NA,2
Ectropis extersaria,Parectropis similaria,ectropis extersaria,Parectropis similaria,FALSE,1,1009191,TRUE,NA,1
Petrophora chlorosata,Petrophora chlorosata,petrophora chlorosata,Petrophora chlorosata,FALSE,1,622998,FALSE,NA,1
Alcia jubata,Alcis jubata,alcia jubata,Alcis jubata,TRUE,0.916666687,3067216,FALSE,NA,3
Ethelura punctulata,Aethalura punctulata,ethelura punctulata,Aethalura punctulata,TRUE,0.899999976,315060,FALSE,NA,5
Semiothisa clathrata,Chiasmia clathrata,semiothisa clathrata,Chiasmia clathrata,FALSE,1,264934,TRUE,sibling_higher,1
Pachyonemia hippocastanaria,Pachycnemia hippocastanaria,pachyonemia hippocastanaria,Pachycnemia hippocastanaria,TRUE,0.962962985,1009189,FALSE,NA,2
Dyscia fagaria,Dyscia fagaria,dyscia fagaria,Dyscia fagaria,FALSE,1,303927,FALSE,NA,1
Serraca punctinalis,Serraca punctinalis,serraca punctinalis,Serraca punctinalis,FALSE,1,7711875,FALSE,NA,1
Aspitates ochrearia,Aspitates ochrearia,aspitates ochrearia,Aspitates ochrearia,FALSE,1,1030093,FALSE,NA,1
Ectropis bistortata,Ectropis crepuscularia,ectropis bistortata,Ectropis crepuscularia,FALSE,1,934422,TRUE,NA,1
Semiothisa wauaria,Macaria wauaria,semiothisa wauaria,Macaria wauaria,FALSE,1,1009181,TRUE,NA,1
Perconia strigillaria,Perconia strigillaria,perconia strigillaria,Perconia strigillaria,FALSE,1,4271645,FALSE,NA,1
Laothoe populi,Laothoe populi,laothoe populi,Laothoe populi,FALSE,1,27722,FALSE,NA,1
Drymonia ruficornis,Drymonia ruficornis,drymonia ruficornis,Drymonia ruficornis,FALSE,1,234703,FALSE,NA,1
Peridea anceps,Peridea anceps,peridea anceps,Peridea anceps,FALSE,1,153650,FALSE,sibling_higher,1
Rissa tridactyla,Rissa tridactyla,rissa tridactyla,Rissa tridactyla,FALSE,1,585161,FALSE,NA,1
Hirundo rustica,Hirundo rustica,hirundo rustica,Hirundo rustica,FALSE,1,1040135,FALSE,NA,1
Tringa nebularia,Tringa nebularia,tringa nebularia,Tringa nebularia,FALSE,1,917055,FALSE,NA,1
Microtus californicus,Microtus californicus,microtus californicus,Microtus californicus,FALSE,1,742231,FALSE,NA,1
Phalacrocorax aristotelis,Gulosus aristotelis,phalacrocorax aristotelis,Gulosus aristotelis,FALSE,1,1021952,TRUE,NA,1
Milvus milvus,Milvus milvus,milvus milvus,Milvus milvus,FALSE,1,38956,FALSE,NA,1
Diomedea exulans,Diomedea exulans,diomedea exulans,Diomedea exulans,FALSE,1,71459,FALSE,NA,1
Phrynorhombus norvegicus,Phrynorhombus norvegicus,phrynorhombus norvegicus,Phrynorhombus norvegicus,FALSE,1,613256,FALSE,NA,1
Anarhichas lupus,Anarhichas lupus,anarhichas lupus,Anarhichas lupus,FALSE,1,258651,FALSE,NA,1
Trigla lucerna,Trigla lucerna,trigla lucerna,Trigla lucerna,FALSE,1,804454,FALSE,NA,3
Aspitrigla cuculus,Chelidonichthys cuculus,aspitrigla cuculus,Chelidonichthys cuculus,FALSE,1,697156,TRUE,NA,1
Callionymus maculatus,Callionymus maculatus,callionymus maculatus,Callionymus maculatus,FALSE,1,789972,FALSE,NA,1
Scyliorhinus caniculus,Scyliorhinus canicula,scyliorhinus caniculus,Scyliorhinus canicula,FALSE,1,1026500,TRUE,NA,1
Argentina silus,Argentina silus,argentina silus,Argentina silus,FALSE,1,744414,FALSE,NA,1
Brosme brosme,Brosme brosme,brosme brosme,Brosme brosme,FALSE,1,863699,FALSE,NA,1
Molva molva,Molva molva,molva molva,Molva molva,FALSE,1,659849,FALSE,NA,1
Echilichthys vipera,Echiichthys vipera,echilichthys vipera,Echiichthys vipera,TRUE,0.944444418,435192,FALSE,NA,2
Zeus faber,Zeus faber,zeus faber,Zeus faber,FALSE,1,918920,FALSE,NA,1
Psetta maxima,Scophthalmus maximus,psetta maxima,Scophthalmus maximus,FALSE,1,778695,TRUE,NA,1
Scophthalmus rhombus,Scophthalmus rhombus,scophthalmus rhombus,Scophthalmus rhombus,FALSE,1,807488,FALSE,NA,1
Glyptocephalus cynoglossus,Glyptocephalus cynoglossus,glyptocephalus cynoglossus,Glyptocephalus cynoglossus,FALSE,1,223675,FALSE,NA,1
Buglossidium luteum,Buglossidium luteum,buglossidium luteum,Buglossidium luteum,FALSE,1,186718,FALSE,NA,1
Arnoglossus laterna,Arnoglossus laterna,arnoglossus laterna,Arnoglossus laterna,FALSE,1,696263,FALSE,NA,1
Hippoglossus hippoglossus,Hippoglossus hippoglossus,hippoglossus hippoglossus,Hippoglossus hippoglossus,FALSE,1,408328,FALSE,NA,1
Cervus elaphus,Cervus elaphus,cervus elaphus,Cervus elaphus,FALSE,1,936014,FALSE,NA,1
Connochaetes taurinus,Connochaetes taurinus,connochaetes taurinus,Connochaetes taurinus,FALSE,1,19028,FALSE,NA,1
Syncerus caffer,Syncerus caffer,syncerus caffer,Syncerus caffer,FALSE,1,644255,FALSE,NA,1
Mirounga leonina,Mirounga leonina,mirounga leonina,Mirounga leonina,FALSE,1,175270,FALSE,NA,1
Danthonia montevidensis,Danthonia montevidensis,danthonia montevidensis,Danthonia montevidensis,FALSE,1,3953258,FALSE,NA,1
Chaetotropis lanceolata,Polypogon (genus in kingdom Archaeplastida),chaetotropis,Polypogon (genus in kingdom Archaeplastida),FALSE,1,968285,TRUE,NA,1
Distichlis scoparia,Distichlis scoparia,distichlis scoparia,Distichlis scoparia,FALSE,1,739139,FALSE,NA,1
Leersia hexandra,Leersia hexandra,leersia hexandra,Leersia hexandra,FALSE,1,1032135,FALSE,NA,1
Panicum gouinii,Panicum gouinii,panicum gouinii,Panicum gouinii,FALSE,1,68750,FALSE,NA,2
Panicum milioides,Panicum milioides,panicum milioides,Panicum milioides,FALSE,1,1085632,FALSE,sibling_higher,2
Paspalum dilatatum,Paspalum dilatatum,paspalum dilatatum,Paspalum dilatatum,FALSE,1,504720,FALSE,NA,1
Paspalidium paludivagum,Paspalidium geminatum,paspalidium paludivagum,Paspalidium geminatum,FALSE,1,369446,TRUE,NA,1
Paspalum vaginatum,Paspalum vaginatum,paspalum vaginatum,Paspalum vaginatum,FALSE,1,369439,FALSE,NA,2
Setaria parviflora,Setaria parviflora,setaria parviflora,Setaria parviflora,FALSE,1,643122,FALSE,NA,1
Carex bonariensis,Carex bonariensis,carex bonariensis,Carex bonariensis,FALSE,1,574842,FALSE,sibling_higher,2
Eleocharis viridans,Eleocharis viridans,eleocharis viridans,Eleocharis viridans,FALSE,1,243182,FALSE,NA,1
Juncus microcephalus,Juncus microcephalus,juncus microcephalus,Juncus microcephalus,FALSE,1,3964892,FALSE,NA,1
Sisyrinchium platense,Sisyrinchium platense,sisyrinchium platense,Sisyrinchium platense,FALSE,1,530096,FALSE,NA,1
Eryngium ebracteatum,Eryngium ebracteatum,eryngium ebracteatum,Eryngium ebracteatum,FALSE,1,242654,FALSE,NA,1
Eryngium echinatum,Eryngium echinatum,eryngium echinatum,Eryngium echinatum,FALSE,1,1050416,FALSE,NA,1
Leontodon saxatilis,Leontodon saxatilis,leontodon saxatilis,Leontodon saxatilis,FALSE,1,339813,FALSE,NA,2
Mentha pulegium,Mentha pulegium,mentha pulegium,Mentha pulegium,FALSE,1,830100,FALSE,NA,1
Oxalis cordobensis,Oxalis conorrhiza,oxalis cordobensis,Oxalis conorrhiza,FALSE,1,5147229,TRUE,NA,1
Phyla canescens,Phyla canescens,phyla canescens,Phyla canescens,FALSE,1,345010,FALSE,NA,1
Plantago lanceolata,Plantago lanceolata,plantago lanceolata,Plantago lanceolata,FALSE,1,376074,FALSE,NA,1
Aster squamatus,Symphyotrichum subulatum var. squamatum,aster squamatus,Symphyotrichum subulatum var. squamatum,FALSE,1,894737,TRUE,infraspecific,1
Spilanthes stolonifera,Acmella decumbens,spilanthes stolonifera,Acmella decumbens,FALSE,1,3899880,TRUE,NA,1
Ambrosia tenuifolia,Ambrosia tenuifolia,ambrosia tenuifolia,Ambrosia tenuifolia,FALSE,1,3899842,FALSE,NA,1
Stenotaphrum secundatum,Stenotaphrum secundatum,stenotaphrum secundatum,Stenotaphrum secundatum,FALSE,1,815627,FALSE,NA,1
Aleurotrachelus jelinekii,Aleurotuba jelinekii,aleurotrachelus jelinekii,Aleurotuba jelinekii,FALSE,1,6317376,TRUE,NA,1
Stenella attenuata,Stenella attenuata,stenella attenuata,Stenella attenuata,FALSE,1,124220,FALSE,sibling_higher,1
Anthus trivialis,Anthus trivialis,anthus trivialis,Anthus trivialis,FALSE,1,695340,FALSE,NA,1
Phylloscopus sibilatrix,Phylloscopus sibilatrix,phylloscopus sibilatrix,Phylloscopus sibilatrix,FALSE,1,726302,FALSE,NA,1
Phoenicurus phoenicurus,Phoenicurus phoenicurus,phoenicurus phoenicurus,Phoenicurus phoenicurus,FALSE,1,1093902,FALSE,NA,1
Calyptorhynchus latirostris,Calyptorhynchus latirostris,calyptorhynchus latirostris,Calyptorhynchus latirostris,FALSE,1,119421,FALSE,NA,1
Tragelaphus strepsiceros,Tragelaphus strepsiceros,tragelaphus strepsiceros,Tragelaphus strepsiceros,FALSE,1,70827,FALSE,NA,1
Clethrionomys rufocanus bedfordiae,Myodes rufocanus,clethrionomys rufocanus,Myodes rufocanus,FALSE,1,563745,TRUE,NA,1
Larus argentatus,Larus argentatus,larus argentatus,Larus argentatus,FALSE,1,791957,FALSE,NA,1
Larus marinus,Larus marinus,larus marinus,Larus marinus,FALSE,1,887691,FALSE,NA,1
Turdus iliacus,Turdus iliacus,turdus iliacus,Turdus iliacus,FALSE,1,906449,FALSE,NA,1
Turdus pilaris,Turdus pilaris,turdus pilaris,Turdus pilaris,FALSE,1,1050514,FALSE,NA,1
Luscinia svecica,Luscinia svecica,luscinia svecica,Luscinia svecica,FALSE,1,274225,FALSE,NA,1
Fringilla montifringilla,Fringilla montifringilla,fringilla montifringilla,Fringilla montifringilla,FALSE,1,28332,FALSE,NA,1
Tamias townsendii,Tamias townsendii,tamias townsendii,Tamias townsendii,FALSE,1,460632,FALSE,NA,1
Microtus oregoni,Microtus oregoni,microtus oregoni,Microtus oregoni,FALSE,1,269491,FALSE,NA,1
Sorex trowbridgii,Sorex trowbridgii,sorex trowbridgii,Sorex trowbridgii,FALSE,1,180324,FALSE,NA,1
Sorex vagrans,Sorex vagrans,sorex vagrans,Sorex vagrans,FALSE,1,180322,FALSE,NA,1
Clethrionomys rufocanus,Myodes rufocanus,clethrionomys rufocanus,Myodes rufocanus,FALSE,1,563745,TRUE,NA,1
Microtus agrestis,Microtus agrestis,microtus agrestis,Microtus agrestis,FALSE,1,754333,FALSE,NA,1
Marmota flaviventris,Marmota flaviventris,marmota flaviventris,Marmota flaviventris,FALSE,1,63459,FALSE,NA,1
Setophaga ruticilla,Setophaga ruticilla,setophaga ruticilla,Setophaga ruticilla,FALSE,1,285200,FALSE,NA,1
Empidonax minimus,Empidonax minimus,empidonax minimus,Empidonax minimus,FALSE,1,604018,FALSE,NA,1
Vireo olivaceus,Vireo olivaceus,vireo olivaceus,Vireo olivaceus,FALSE,1,604019,FALSE,NA,1
Vireo philadelphicus,Vireo philadelphicus,vireo philadelphicus,Vireo philadelphicus,FALSE,1,621708,FALSE,NA,1
Piranga olivacea,Piranga olivacea,piranga olivacea,Piranga olivacea,FALSE,1,69808,FALSE,NA,1
Pheucticus melanocephalus,Pheucticus melanocephalus,pheucticus melanocephalus,Pheucticus melanocephalus,FALSE,1,425436,FALSE,NA,1
Dendroica virens,Setophaga virens,dendroica virens,Setophaga virens,FALSE,1,1014098,TRUE,NA,1
Dendroica caerulescens,Setophaga caerulescens,dendroica caerulescens,Setophaga caerulescens,FALSE,1,85240,TRUE,NA,1
Dendroica fusca,Setophaga fusca,dendroica fusca,Setophaga fusca,FALSE,1,292920,TRUE,NA,1
Catharus ustulatus,Catharus ustulatus,catharus ustulatus,Catharus ustulatus,FALSE,1,489372,FALSE,NA,1
Hylocichla mustelina,Hylocichla mustelina,hylocichla mustelina,Hylocichla mustelina,FALSE,1,712913,FALSE,NA,1
Catharus fuscescens,Catharus fuscescens,catharus fuscescens,Catharus fuscescens,FALSE,1,545761,FALSE,NA,1
Catharus guttatus,Catharus guttatus,catharus guttatus,Catharus guttatus,FALSE,1,96280,FALSE,NA,1
Seiurus aurocapillus,Seiurus aurocapilla,seiurus aurocapillus,Seiurus aurocapilla,FALSE,1,285207,TRUE,NA,1
Clethrionomys gapperi,Myodes gapperi,clethrionomys gapperi,Myodes gapperi,FALSE,1,627111,TRUE,NA,1
Microtus pennsylvanicus,Microtus pennsylvanicus,microtus pennsylvanicus,Microtus pennsylvanicus,FALSE,1,340973,FALSE,NA,1
Tamias striatus,Tamias striatus,tamias striatus,Tamias striatus,FALSE,1,1005035,FALSE,NA,1
Sorex cinereus,Sorex cinereus,sorex cinereus,Sorex cinereus,FALSE,1,809506,FALSE,NA,1
Haliotis kamtschatkana,Haliotis kamtschatkana,haliotis kamtschatkana,Haliotis kamtschatkana,FALSE,1,820683,FALSE,NA,1
Zapus hudsonius,Zapus hudsonius,zapus hudsonius,Zapus hudsonius,FALSE,1,1090614,FALSE,NA,1
Drepanosiphum platanoidis,Drepanosiphum platanoidis,drepanosiphum platanoidis,Drepanosiphum platanoidis,FALSE,1,668660,FALSE,NA,1
Phyllaphis fagi,Phyllaphis fagi,phyllaphis fagi,Phyllaphis fagi,FALSE,1,802141,FALSE,NA,1
Blissus leucopterus,Blissus leucopterus,blissus leucopterus,Blissus leucopterus,FALSE,1,3471498,FALSE,NA,1
Pan troglodytes,Pan troglodytes,pan troglodytes,Pan troglodytes,FALSE,1,417950,FALSE,NA,1
Pandalus borealis,Pandalus borealis,pandalus borealis,Pandalus borealis,FALSE,1,28236,FALSE,sibling_higher,1
Ammodytes tobianus,Ammodytes tobianus,ammodytes tobianus,Ammodytes tobianus,FALSE,1,109648,FALSE,NA,1
Atherina boyeri,Atherina boyeri,atherina boyeri,Atherina boyeri,FALSE,1,415774,FALSE,sibling_higher,1
Balistes carolinenis,Balistes capriscus,balistes carolinenis,Balistes capriscus,TRUE,0.952380955,135140,FALSE,NA,4
Blennius gattorugine,Parablennius gattorugine,blennius gattorugine,Parablennius gattorugine,FALSE,1,778021,TRUE,NA,1
Centrolabrus exoletus,Centrolabrus exoletus,centrolabrus exoletus,Centrolabrus exoletus,FALSE,1,553198,FALSE,NA,1
Crenilabrus melops,Symphodus melops,crenilabrus melops,Symphodus melops,FALSE,1,553191,TRUE,sibling_higher,1
Crenimugil labrosus,Chelon labrosus,crenimugil labrosus,Chelon labrosus,FALSE,1,777079,TRUE,NA,1
Crystallogobius linearis,Crystallogobius linearis,crystallogobius linearis,Crystallogobius linearis,FALSE,1,209116,FALSE,NA,1
Ctenolabrus rupestris,Ctenolabrus rupestris,ctenolabrus rupestris,Ctenolabrus rupestris,FALSE,1,553193,FALSE,NA,1
Gaidropsaurus vulgaris,Gaidropsarus vulgaris,gaidropsaurus vulgaris,Gaidropsarus vulgaris,TRUE,0.952380955,609988,FALSE,NA,2
Gasterosteus aculeatus,Gasterosteus aculeatus,gasterosteus aculeatus,Gasterosteus aculeatus,FALSE,1,401066,FALSE,NA,1
Gobius niger,Gobius niger,gobius niger,Gobius niger,FALSE,1,1054967,FALSE,NA,1
Labrus bergylta,Labrus bergylta,labrus bergylta,Labrus bergylta,FALSE,1,292710,FALSE,NA,1
