ID,error,error_reason,whole_estimate.r,whole_estimate.K,whole_estimate.sigma,whole_se.r,whole_se.K,whole_se.sigma,whole_converged,part,estimate.r,estimate.K,estimate.sigma,se.r,se.K,se.sigma,converged
7121,FALSE,NA,0.06736807512504436,0.35816604885998743,0.5097137699917433,0.3415574236775295,1.432412233101046,0.11397816884747658,TRUE,1,0.8819024018204293,1.1234883317056041,0.45969412311768,0.6549308145922947,0.2735480083178247,0.14536115966226307,TRUE
7121,FALSE,NA,0.06736807512504436,0.35816604885998743,0.5097137699917433,0.3415574236775295,1.432412233101046,0.11397816884747658,TRUE,2,-0.4988023487117423,9.510774595758878,0.3790632151188893,0.3499270643846973,31.277760328864215,0.11986826705092271,TRUE
8160,FALSE,NA,0.48729222016074536,1003.396945919824,1.820884714717292,0.4371557415188863,872.8640539379952,0.2953895548609349,TRUE,1,0.7053443058391085,214.83965679852534,1.318509999139182,0.54995289500016,134.1472616385664,0.3107629155138472,TRUE
8160,FALSE,NA,0.48729222016074536,1003.396945919824,1.820884714717292,0.4371557415188863,872.8640539379952,0.2953895548609349,TRUE,2,0.8318257849070559,1707.4936621835268,2.0293671381052585,0.7252723106117137,1417.4581714293452,0.4783242115977745,TRUE
8168,FALSE,NA,0.43952840784231106,762.6398041702602,1.1971820759835834,0.35012830207611156,482.1525562122182,0.19419036117443317,TRUE,1,0.497487110515443,1025.2496760093466,1.1890365210794795,0.5025385133039767,818.9644154464793,0.28027453741772085,TRUE
8168,FALSE,NA,0.43952840784231106,762.6398041702602,1.1971820759835834,0.35012830207611156,482.1525562122182,0.19419036117443317,TRUE,2,1.017805415646848,503.5524473037267,0.9547039509947629,0.45624685242258745,157.96447724157682,0.2250064100225922,TRUE
8230,FALSE,NA,0.5561581606096174,776.5058420458722,1.2937267095875986,0.34281188487690734,394.40300332768965,0.19961197576012987,TRUE,1,0.43706693848728195,971.3224442400907,1.2040082433955843,0.44687575694945286,846.927463596239,0.26919652131333854,TRUE
8230,FALSE,NA,0.5561581606096174,776.5058420458722,1.2937267095875986,0.34281188487690734,394.40300332768965,0.19961197576012987,TRUE,2,1.0426147118175901,708.4260654227053,1.196912276493429,0.5033813263624692,258.03398403442054,0.26765486345463035,TRUE
8232,FALSE,NA,0.897550406617768,39.833756155282366,0.8473108812814794,0.520143003583818,16.046139930529844,0.24461084904908265,TRUE,1,0.18457568920099646,11.312685779998025,0.8745496925566132,0.785212677035799,43.83431720940311,0.35698781928107604,TRUE
8232,FALSE,NA,0.897550406617768,39.833756155282366,0.8473108812814794,0.520143003583818,16.046139930529844,0.24461084904908265,TRUE,2,2.1377706122977775,43.94593714456825,0.2037526076025875,0.2271384742003212,2.5196061842135764,0.08318519863059429,TRUE
8281,FALSE,NA,1.0601214662828569,23.329599687855172,1.323716732610817,0.4315029698717577,6.4646408680369225,0.20425532133355562,TRUE,1,0.8087415705555727,22.19627024321488,1.2494703951849606,0.609767393927824,10.845580722857413,0.27938270461015113,TRUE
8281,FALSE,NA,1.0601214662828569,23.329599687855172,1.323716732610817,0.4315029698717577,6.4646408680369225,0.20425532133355562,TRUE,2,0.6069314720800711,16.997067433139694,1.0062579457595655,0.48942272975124096,9.026673640225145,0.2249913178501265,TRUE
8309,FALSE,NA,0.327508234886763,1025.8179397799106,2.407974651925595,0.6085084167164797,1748.5107971904652,0.3906342756842338,TRUE,1,1.0422761592675622,595.3151766176434,1.8527591725195156,0.859045684849383,353.02265860236116,0.4366403771999513,TRUE
8309,FALSE,NA,0.327508234886763,1025.8179397799106,2.407974651925595,0.6085084167164797,1748.5107971904652,0.3906342756842338,TRUE,2,0.14024172231895304,461.2937329713133,2.736548670997208,1.041082621163011,3292.7419867500885,0.6449942893153349,TRUE
8350,FALSE,NA,1.173444498309177,7494.54767613194,1.1321762481957458,0.3767244306122958,1808.6271199882524,0.20013267724246497,TRUE,1,1.6412271209169043,5550.601123566007,0.8345993075909158,0.492965088285474,1043.1011399368842,0.20864228626262396,TRUE
8350,FALSE,NA,1.173444498309177,7494.54767613194,1.1321762481957458,0.3767244306122958,1808.6271199882524,0.20013267724246497,TRUE,2,1.2698037487372664,8464.814244301144,1.2607698483087628,0.6145994830469518,2999.7935161452333,0.3151901184825709,TRUE
8479,FALSE,NA,1.387057380914045,280.7678424905573,1.0954798967517363,0.3915930183730968,54.049195535278706,0.18785698109248397,TRUE,1,1.8979092655705991,334.73806984775837,0.8673351379608295,0.47390753547540965,54.14038184707089,0.2168185023404463,TRUE
8479,FALSE,NA,1.387057380914045,280.7678424905573,1.0954798967517363,0.3915930183730968,54.049195535278706,0.18785698109248397,TRUE,2,0.9977279031914064,216.32457183350334,1.2495897902458621,0.5928142302302984,96.40211624367699,0.31239169373590325,TRUE
8529,FALSE,NA,0.8274703313578204,699.0834197595267,1.0669562775434638,0.33218233310756434,202.81205873276528,0.16867969816777953,TRUE,1,0.5574889750704072,604.8039370619883,0.9901505604603252,0.4000660374454469,346.2747574998981,0.22136247978983137,TRUE
8529,FALSE,NA,0.8274703313578204,699.0834197595267,1.0669562775434638,0.33218233310756434,202.81205873276528,0.16867969816777953,TRUE,2,1.5470682126283946,763.532585442146,0.9975410572506095,0.5407730056675689,155.77219278117573,0.2230591218932414,TRUE
8532,FALSE,NA,0.45947462980108644,1600.463428850091,0.8538720687645127,0.2622830788269096,668.1898304890326,0.13499724864252996,TRUE,1,0.2743323354460273,1292.3069787508634,1.0052747540071254,0.42167665021397016,1567.256945078031,0.22470026062768536,TRUE
8532,FALSE,NA,0.45947462980108644,1600.463428850091,0.8538720687645127,0.2622830788269096,668.1898304890326,0.13499724864252996,TRUE,2,0.8261240743944362,1652.174554719908,0.5783320623573209,0.28116863711089646,366.6551276375217,0.129326539500769,TRUE
8535,FALSE,NA,-0.3189327443047688,467485739.42271537,1.7659788623707129,0.532463891544726,406741547370.8529,0.3764076022060899,TRUE,1,0.35447428810850384,523.8601528339212,1.3157348578646542,0.7747553640335992,931.4239306843477,0.41603057976169694,TRUE
8535,FALSE,NA,-0.3189327443047688,467485739.42271537,1.7659788623707129,0.532463891544726,406741547370.8529,0.3764076022060899,TRUE,2,0.7481156510672371,474.35681256035986,2.002551424978183,1.8722198289648728,699.5335432878004,0.6333204187188995,TRUE
8559,FALSE,NA,0.8616175080101862,120.67723581345133,1.5093723943584672,0.6158537658164588,64.01163458643894,0.3217932904843156,TRUE,1,2.2194624984899782,73.17958785519302,0.0956083135011899,0.08417990923461324,1.4617564894809765,0.030233760171736984,TRUE
8559,FALSE,NA,0.8616175080101862,120.67723581345133,1.5093723943584672,0.6158537658164588,64.01163458643894,0.3217932904843156,TRUE,2,1.5438889513251164,208.27283406556845,1.5497053106995597,0.9696636846494193,97.9663578732819,0.4900627622002583,TRUE
8564,FALSE,NA,0.7092647388347756,57.32768228741198,0.7846345568774241,0.39653869804979763,19.429113473571046,0.16728809240117778,TRUE,1,1.2100487816484955,53.82714471189024,0.6183069569252628,0.6330204814109952,12.901564018465956,0.19553087516555817,TRUE
8564,FALSE,NA,0.7092647388347756,57.32768228741198,0.7846345568774241,0.39653869804979763,19.429113473571046,0.16728809240117778,TRUE,2,0.9960948640094427,79.89057212542208,0.8262193608740899,0.5959559345810395,29.648422901135373,0.26128318136722467,TRUE
8579,FALSE,NA,1.3774921042221049,50.288730642620386,0.7824501877338096,0.3495127619382182,6.2465779109250565,0.12074663480026276,TRUE,1,1.1514148287324453,50.979213797279535,0.9038137689603882,0.528953424970913,12.789146386821972,0.2021002507036725,TRUE
8579,FALSE,NA,1.3774921042221049,50.288730642620386,0.7824501877338096,0.3495127619382182,6.2465779109250565,0.12074663480026276,TRUE,2,1.817932442075057,48.30598646354591,0.6030898719305805,0.4268355205130606,5.070672873545527,0.13486065791419677,TRUE
8595,FALSE,NA,0.7629903203540791,8.611926963951603,0.7189056687789804,0.28953316958718756,1.87280873565029,0.11662612456124997,TRUE,1,1.1377649281232207,5.609052533240081,0.6643512850295478,0.4166521957513075,1.0948658364984425,0.15659443478715435,TRUE
8595,FALSE,NA,0.7629903203540791,8.611926963951603,0.7189056687789804,0.28953316958718756,1.87280873565029,0.11662612456124997,TRUE,2,0.9516856793739615,11.836953095747957,0.5474202714256479,0.36878425590414504,2.3113442012783456,0.12903639619240184,TRUE
8655,FALSE,NA,0.6990017049355122,81.82068599696183,0.8718211410419312,0.35784907368300956,23.29112826304502,0.1378482348663692,TRUE,1,0.9666976474098506,126.2778123575341,0.6190233999175471,0.36703543227740393,26.227638602205097,0.13841240805476573,TRUE
8655,FALSE,NA,0.6990017049355122,81.82068599696183,0.8718211410419312,0.35784907368300956,23.29112826304502,0.1378482348663692,TRUE,2,0.9142453174953559,57.299538484799065,0.8641507902894107,0.5358547829335399,18.808867055460563,0.19322783832066087,TRUE
9200,FALSE,NA,0.661744110821818,37.03010128430157,0.3432787194418972,0.16405697119559345,3.492647994676534,0.04359505506791598,TRUE,1,0.6819141245685019,40.52910494791115,0.35503186670825265,0.19500823532740194,5.878961290934844,0.06481810809740943,TRUE
9200,FALSE,NA,0.661744110821818,37.03010128430157,0.3432787194418972,0.16405697119559345,3.492647994676534,0.04359505506791598,TRUE,2,0.6869299667876387,34.12465043159592,0.3325409280119789,0.33615743338475423,4.327029594651515,0.060711454119073485,TRUE
9285,FALSE,NA,1.0401700814003032,231.0195480742591,1.4111143573705556,1.1681965415639792,164.6162591652881,0.4462481024905474,TRUE,1,1.23015586440334,461.9999999999999,3.4217628257493784,NA,631.8957641227031,NA,FALSE
9285,FALSE,NA,1.0401700814003032,231.0195480742591,1.4111143573705556,1.1681965415639792,164.6162591652881,0.4462481024905474,TRUE,2,-0.007197488693680828,1.0363520172101564,7.324587498286282,NA,1.3451773749250557,8.822382857351728,FALSE
9323,FALSE,NA,0.6522095328130215,5.090011319310547,0.3422268385570427,0.2787139025535305,0.7118376605326792,0.06248057301629157,TRUE,1,0.5932363705112969,5.744470352617029,0.2369503333708558,0.32276206726875395,0.9459544844549941,0.06333260252919573,TRUE
9323,FALSE,NA,0.6522095328130215,5.090011319310547,0.3422268385570427,0.2787139025535305,0.7118376605326792,0.06248057301629157,TRUE,2,1.270943687061457,4.51170658147719,0.35894436939890506,0.4797661081057641,0.4820785774844846,0.09594368230311129,TRUE
9340,FALSE,NA,0.5405667528436809,2677.1311579678827,2.4135541400884466,0.7215928215945114,3054.0044587772445,0.42670090694087714,TRUE,1,1.333056004488099,5388.102847285615,2.6928601213320262,1.4109784964444982,4025.718896335778,0.6732917690947007,TRUE
9340,FALSE,NA,0.5405667528436809,2677.1311579678827,2.4135541400884466,0.7215928215945114,3054.0044587772445,0.42670090694087714,TRUE,2,0.7934042458308017,422.20880006508895,1.3736929285636337,0.5493360277683383,258.4139757704411,0.34341566402700835,TRUE
9394,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
9394,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
9432,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
9432,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
9433,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
9433,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
9443,FALSE,NA,0.7353166993406974,46.84821725413232,0.30591314286034516,0.1998665761566474,3.7575841331735673,0.041628824781810216,TRUE,1,0.6438730297658979,41.23335310616623,0.30395068738497777,0.2696279011054195,5.448567224130124,0.05960539452192553,TRUE
9443,FALSE,NA,0.7353166993406974,46.84821725413232,0.30591314286034516,0.1998665761566474,3.7575841331735673,0.041628824781810216,TRUE,2,1.2027967607376802,54.21246489316367,0.21841730443849616,0.2516648060269714,2.7702686926614786,0.0428290750001659,TRUE
9472,FALSE,NA,0.7344122230975342,58112.0573768833,0.301345300000652,0.1986936448997202,4539.592989604362,0.040268233257195966,TRUE,1,0.6551771637539047,49548.51516771683,0.35715795436011305,0.27243229705919175,7223.802446206328,0.06749179274029246,TRUE
9472,FALSE,NA,0.7344122230975342,58112.0573768833,0.301345300000652,0.1986936448997202,4539.592989604362,0.040268233257195966,TRUE,2,1.3036243706975927,64916.578727822336,0.1498839241914478,0.21200911383169996,2058.818608121481,0.02832747498958064,TRUE
9481,FALSE,NA,2.4951812176765333,73413.60812929587,0.7344496245149096,0.524131403335431,8008.287022748465,0.17310908307974143,TRUE,1,3.164144206665206,85738.9326682607,0.5803388719226992,0.4686879505044571,10658.020639538547,0.20518983275338099,TRUE
9481,FALSE,NA,2.4951812176765333,73413.60812929587,0.7344496245149096,0.524131403335431,8008.287022748465,0.17310908307974143,TRUE,2,-0.10639154108502055,86792145599.73764,0.21416629671217724,0.10708327122622836,195921197738121.5,0.0757174369795835,TRUE
9483,FALSE,NA,0.4591171720634839,332484.20694441744,0.29392956947648724,0.252292375329518,52197.43673255222,0.05041220322783509,TRUE,1,0.3753368200949998,338716.9299998958,0.32593895382625726,0.3450744964851732,104852.85497302473,0.08148852742671732,TRUE
9483,FALSE,NA,0.4591171720634839,332484.20694441744,0.29392956947648724,0.252292375329518,52197.43673255222,0.05041220322783509,TRUE,2,-0.05290118964820399,2054179973056.3628,0.3046233133965526,0.1077006746411227,12970347098456752,0.07615772364738477,TRUE
9514,FALSE,NA,-0.09974075141816774,18679289.361480083,0.6203808126096976,0.13226572721493202,25469660898.986378,0.09352832955858732,TRUE,1,-0.17351575861115326,22814684.847814456,0.6509237515527151,0.19626110303926744,39066666608.96525,0.13876402809496416,TRUE
9514,FALSE,NA,-0.09974075141816774,18679289.361480083,0.6203808126096976,0.13226572721493202,25469660898.986378,0.09352832955858732,TRUE,2,0.6031449074368853,2.0910275206759916,0.44908144647784176,0.26976771444538156,0.470642333682056,0.09575230356007511,TRUE
9604,FALSE,NA,0.49060758784617825,91.65581339900608,1.0303730679450183,0.4049102931553661,64.33896914660316,0.24285591135825224,TRUE,1,2.472487092552835,114.85350179678628,0.6687694253797354,0.8017542154854772,23.09273096330034,0.23644387414343992,TRUE
9604,FALSE,NA,0.49060758784617825,91.65581339900608,1.0303730679450183,0.4049102931553661,64.33896914660316,0.24285591135825224,TRUE,2,0.36110314513739794,8.80393567061506,0.5477096852747741,0.42260233383241513,7.601820257991096,0.19365552410986997,TRUE
9691,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0.30000271838632697,0.421706247238657,0.8188898766630613,0.209112928969439,0.2188670328278581,0.10751315377316287,TRUE
9691,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,2,0.36570484866974085,1.0597618424298259,0.7490302063952756,0.19598205324609194,0.4233624145625498,0.10193398375504051,TRUE
9701,FALSE,NA,0.08804816041566527,56267.8211998479,0.3311854242911949,0.04596307595666222,16952.52407307529,0.018753228556333303,TRUE,1,0.2498494308226079,30798.219207780487,0.31253863219104,0.08680644951248247,4364.389668209899,0.025024899187191318,TRUE
9701,FALSE,NA,0.08804816041566527,56267.8211998479,0.3311854242911949,0.04596307595666222,16952.52407307529,0.018753228556333303,TRUE,2,0.17061347943142705,82943.86861804295,0.3304776919006926,0.08220582256131122,18209.868104286656,0.026457589396196763,TRUE
9712,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
9712,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
9713,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
9713,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
9738,FALSE,NA,0.14589107309776161,168077.14002460815,0.3949827463018724,0.09879302988493523,88850.30752614932,0.04309371002551329,TRUE,1,0.13842847637489913,205397.48829653437,0.5446518926783477,0.15812752986492412,1016207.0982817509,0.08402966248396067,TRUE
9738,FALSE,NA,0.14589107309776161,168077.14002460815,0.3949827463018724,0.09879302988493523,88850.30752614932,0.04309371002551329,TRUE,2,0.3128469770786405,176187.48559337636,0.121667340540193,0.2019662881451356,15323.157450247352,0.018772810233129038,TRUE
9773,FALSE,NA,0.11243683164714152,1.0464757080308251,0.6540012162616503,0.15703527312384705,1.2378630404473498,0.08899055289249584,TRUE,1,0.26992668864312047,2.108166309539798,0.7957266865228922,0.33497850812054125,1.8914659196947827,0.1560422674310787,TRUE
9773,FALSE,NA,0.11243683164714152,1.0464757080308251,0.6540012162616503,0.15703527312384705,1.2378630404473498,0.08899055289249584,TRUE,2,1.517108492637395,0.48694214388271206,0.2536772975495562,0.2674112102535724,0.022598413619159638,0.04975383462289348,TRUE
9779,FALSE,NA,0.1865954717096705,1.2281619488180926,0.7497499301280519,0.19527012990127499,0.9901973101492472,0.10202890837483115,TRUE,1,0.11884873345090846,1.0028522341288162,0.8270023746859467,0.3216458173575177,2.239486463041954,0.16218992044958488,TRUE
9779,FALSE,NA,0.1865954717096705,1.2281619488180926,0.7497499301280519,0.19527012990127499,0.9901973101492472,0.10202890837483115,TRUE,2,0.43124042981717614,1.255806193689003,0.6565167148771858,0.2819133218714667,0.5306406200388821,0.1287622519219121,TRUE
9797,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
9797,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
9817,FALSE,NA,0.11593623575075382,1.2786320064096266,0.6986942987987877,0.19724349319384152,1.8124463664293624,0.11334801372825859,TRUE,1,0.4406609691999469,3.635405816441662,0.7095976909501748,0.3224313273418717,1.9777307988834485,0.16723751859776118,TRUE
9817,FALSE,NA,0.11593623575075382,1.2786320064096266,0.6986942987987877,0.19724349319384152,1.8124463664293624,0.11334801372825859,TRUE,2,0.3112821967521045,0.5914299952553644,0.4916401968332086,0.2978693528296388,0.31475565471029426,0.11587588140201853,TRUE
9842,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
9842,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
9931,FALSE,NA,1.2296278545921837,9.701920803923334,0.834954221885734,0.38216048454712626,1.8352747492993138,0.16375516228322384,TRUE,1,0.8516052880101626,6.855033798221367,0.6582214588470168,0.7884132134069843,2.402095555992142,0.19001456621502347,TRUE
9931,FALSE,NA,1.2296278545921837,9.701920803923334,0.834954221885734,0.38216048454712626,1.8352747492993138,0.16375516228322384,TRUE,2,2.133261100713102,13.375320962942173,0.7913233552713814,0.5782819069064193,2.0355632755580406,0.22844111202802478,TRUE
9940,FALSE,NA,0.5688439014184445,29.427302173292443,0.9412188319283663,0.5302272167781835,14.221527203027016,0.19209893012573104,TRUE,1,0.9074721344135699,46.380912937321845,0.35024853795269206,0.4266637643665715,7.312365433407054,0.1011077214978839,TRUE
9940,FALSE,NA,0.5688439014184445,29.427302173292443,0.9412188319283663,0.5302272167781835,14.221527203027016,0.19209893012573104,TRUE,2,1.5980744804306455,17.60815041077562,0.8999550869586154,0.7302485953961808,4.079960864766878,0.2597619271493231,TRUE
9990,FALSE,NA,0.6322708408967916,161939.07886482502,0.24228992409533756,0.23481829429154238,14243.897234309707,0.03930285348771976,TRUE,1,1.7152132058890297,128734.46755780865,0.16661650266946487,0.32338321106653667,4174.187786980171,0.03926990157346257,TRUE
9990,FALSE,NA,0.6322708408967916,161939.07886482502,0.24228992409533756,0.23481829429154238,14243.897234309707,0.03930285348771976,TRUE,2,1.766980553753962,193261.8347044667,0.07160196603053166,0.18722528657149967,2611.4197069156144,0.016876420840966567,TRUE
10012,FALSE,NA,0.7106847692103053,3.0212475178777454,0.13694408979460745,0.21048785085645666,0.11890420917626879,0.019765526856461418,TRUE,1,0.7183942322811364,3.063792424605575,0.13474209058907127,0.3009443732279819,0.168386702754618,0.02750300761863999,TRUE
10012,FALSE,NA,0.7106847692103053,3.0212475178777454,0.13694408979460745,0.21048785085645666,0.11890420917626879,0.019765526856461418,TRUE,2,0.7628148096646983,2.9701161863218886,0.13818153149893597,0.3270134098797596,0.16027253717008508,0.028208271082962134,TRUE
10016,FALSE,NA,0.8648224672118454,0.32762469393580784,2.2884738446418376,0.9536684045767626,0.27477179373929816,0.511764824279038,TRUE,1,1.3638863695693324,0.11375000120034467,1.4389443915069533,0.8469792956020905,0.055976969704043394,0.4549960724125018,TRUE
10016,FALSE,NA,0.8648224672118454,0.32762469393580784,2.2884738446418376,0.9536684045767626,0.27477179373929816,0.511764824279038,TRUE,2,2.0316690739135943,0.7490003365060893,1.496421418541197,0.995179683044471,0.2704352474490706,0.4731656447180995,TRUE
10074,FALSE,NA,0.40124833865538434,116.39921949966624,0.20730083633982646,0.2371983730099016,15.79534055006973,0.03784968322345203,TRUE,1,0.4178491931556003,120.12195276115314,0.18563447189124688,0.3349502986831051,21.79880382710472,0.049617304409849634,TRUE
10074,FALSE,NA,0.40124833865538434,116.39921949966624,0.20730083633982646,0.2371983730099016,15.79534055006973,0.03784968322345203,TRUE,2,0.3470333065210873,111.73015012859805,0.23909192899178588,0.40404539886211477,34.374530817471786,0.06389858726258248,TRUE
10117,FALSE,NA,0.7407751364753822,4.3874240854786635,1.062988563721447,0.3491082819525579,1.408327863723241,0.16807098999760728,TRUE,1,0.923215464537698,1.5939725032981102,0.8528650490612111,0.3594706520076972,0.470248636858725,0.19072339324865661,TRUE
10117,FALSE,NA,0.7407751364753822,4.3874240854786635,1.062988563721447,0.3491082819525579,1.408327863723241,0.16807098999760728,TRUE,2,1.945654943688358,7.045088944168656,0.8261523927510113,0.6126507539709707,0.9597924796617872,0.18476808394031283,TRUE
20557,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
20557,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
20636,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
20636,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
4,FALSE,NA,0.44500503886455123,9.227444619793593,0.5170516534004791,0.22139708771567837,2.1030449853759023,0.07171616386118576,TRUE,1,0.08117880077184907,3.682031845260006,0.5345225095892292,0.37065030113139824,12.469367736724926,0.10484010588968112,TRUE
4,FALSE,NA,0.44500503886455123,9.227444619793593,0.5170516534004791,0.22139708771567837,2.1030449853759023,0.07171616386118576,TRUE,2,0.8036613486471986,8.82519244239988,0.45514602133492493,0.31757872795946057,1.6415786748760548,0.08927522210301567,TRUE
139,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
139,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
216,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
216,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
228,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
228,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
245,FALSE,NA,0.09254883102042337,4561.180269503015,0.3908007129864494,0.10055089011163898,3170.231481235128,0.04543192789312197,TRUE,1,0.2699861261104398,1609.6928099505624,0.32270532358062304,0.13743856614278815,472.3176846030252,0.053788122687092384,TRUE
245,FALSE,NA,0.09254883102042337,4561.180269503015,0.3908007129864494,0.10055089011163898,3170.231481235128,0.04543192789312197,TRUE,2,0.29563248767625183,8215.950611952405,0.37009265691341514,0.18750862121601822,2580.0743640161686,0.0616852231113788,TRUE
263,FALSE,NA,0.5500310483086918,18270.737983104995,0.547068271330069,0.1498987249915417,6514.504487107797,0.08066368859054801,TRUE,1,0.5375314754380494,23190.830472863217,0.7603751850033381,0.2892059216265116,766386.3550823476,0.1621266556715137,TRUE
263,FALSE,NA,0.5500310483086918,18270.737983104995,0.547068271330069,0.1498987249915417,6514.504487107797,0.08066368859054801,TRUE,2,0.7504235139355524,18011.42354985122,0.17970272506874005,0.13083399472747595,1534.0575776410972,0.038314062164388776,TRUE
386,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
386,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
415,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
415,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
444,FALSE,NA,0.17018443724047277,18038.171920435547,0.3049822285094403,0.08238947453081545,4143.038421712961,0.027387518267118105,TRUE,1,0.20015636577346801,22484.22470337483,0.3219029897302267,0.12598288403601862,6519.848853515847,0.04087996131944226,TRUE
444,FALSE,NA,0.17018443724047277,18038.171920435547,0.3049822285094403,0.08238947453081545,4143.038421712961,0.027387518267118105,TRUE,2,0.33191227340326124,14578.770045502308,0.27024343280477425,0.13959357342991302,2149.9413599242052,0.034323343151115314,TRUE
1113,FALSE,NA,1.2443661539134778,13.05941291892588,1.5804188270069166,0.5836297217624016,4.357185517653327,0.2885744472760508,TRUE,1,1.1263690379174796,16.133621019216438,0.9492929497227466,0.5382845641224367,5.168897356588863,0.25372495729348615,TRUE
1113,FALSE,NA,1.2443661539134778,13.05941291892588,1.5804188270069166,0.5836297217624016,4.357185517653327,0.2885744472760508,TRUE,2,1.3120513810380539,9.393312118652954,1.2283436307637166,0.7878831101258521,3.33828914908679,0.32829135799899184,TRUE
1155,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
1155,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
1183,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
1183,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
1265,FALSE,NA,0.9834814975947822,8.318493736011122,1.5245535782152606,0.6406288052696272,4.307252715168518,0.3593631318405309,TRUE,1,2.019208131575983,5.092755372105806,0.9340373659737127,1.262704312252572,2.2040628837357983,0.3302166939787904,TRUE
1265,FALSE,NA,0.9834814975947822,8.318493736011122,1.5245535782152606,0.6406288052696272,4.307252715168518,0.3593631318405309,TRUE,2,0.9744920264360696,4.583491045968458,1.8481821487154726,1.4750581252172459,4.506025931338006,0.6534410689304195,TRUE
1391,FALSE,NA,0.489188922794041,15.821618118645445,0.5188876784183065,0.3894880854886779,6.070139502082448,0.1222954747220062,TRUE,1,1.7032538274593634,24.972181044342324,0.15983089113998133,0.44214460414863754,1.1730734880372284,0.05650993507725366,TRUE
1391,FALSE,NA,0.489188922794041,15.821618118645445,0.5188876784183065,0.3894880854886779,6.070139502082448,0.1222954747220062,TRUE,2,0.9920976525905179,9.545869028837974,0.03248142065677361,0.029390629467566782,0.16240084627879017,0.011483932584755215,TRUE
1715,FALSE,NA,0.35966189482900424,86654.9633382349,0.10375630285954962,0.11732495196736281,6246.976252467341,0.017293813734201417,TRUE,1,0.5833704635082866,77444.25170067359,0.06059440090361956,0.12506625069144497,3405.5481749079536,0.01428412346430379,TRUE
1715,FALSE,NA,0.35966189482900424,86654.9633382349,0.10375630285954962,0.11732495196736281,6246.976252467341,0.017293813734201417,TRUE,2,0.25124139296811576,86998.35130059566,0.126427014606528,0.29536031442984073,15811.277359648777,0.029796371358020497,TRUE
