ID,error,error_reason,whole_estimate.r,whole_estimate.K,whole_estimate.sigma,whole_se.r,whole_se.K,whole_se.sigma,whole_converged,part,estimate.r,estimate.K,estimate.sigma,se.r,se.K,se.sigma,converged
317,FALSE,NA,0.6982497365593539,41342.52013899527,0.5613749297946614,0.1881774535489091,4712.7667836456785,0.056138777117253166,TRUE,1,0.8804508562316724,52412.69889841396,0.3883308102840491,0.2345815163075736,4649.054521974316,0.05491720879999777,TRUE
317,FALSE,NA,0.6982497365593539,41342.52013899527,0.5613749297946614,0.1881774535489091,4712.7667836456785,0.056138777117253166,TRUE,2,1.3877892125175473,30799.549322410036,0.5344316079752623,0.28696807272313213,2372.823570506516,0.07558362295216008,TRUE
376,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
376,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
425,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
425,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
436,FALSE,NA,0.12978785460813347,12747.343088745822,0.3350544432761306,0.07637416057028008,4222.004673310231,0.030090517265200543,TRUE,1,0.39917800505563605,20776.1586980051,0.3347444468685461,0.13567357669358127,3149.2875208372957,0.04251888077133795,TRUE
436,FALSE,NA,0.12978785460813347,12747.343088745822,0.3350544432761306,0.07637416057028008,4222.004673310231,0.030090517265200543,TRUE,2,-0.049400223887646165,18532540611.66579,0.30601901024370737,0.05496266363689888,31733433930310.504,0.038861673285138426,TRUE
454,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
454,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
468,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
468,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
476,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
476,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
1111,FALSE,NA,0.5283690979620648,111.8152131881371,0.4294173804097339,0.24553255033660001,23.702291231868717,0.07840625519994236,TRUE,1,1.1640556585057609,67.05324908235148,0.270114040002548,0.484490013051669,5.928649153116786,0.07219304988259087,TRUE
1111,FALSE,NA,0.5283690979620648,111.8152131881371,0.4294173804097339,0.24553255033660001,23.702291231868717,0.07840625519994236,TRUE,2,1.4986039821321357,151.51007921110653,0.34601080198488215,0.38440966931709025,13.37392516486522,0.09247572430765108,TRUE
1167,FALSE,NA,0.8889628364255373,0.9421729193878036,0.6315611722586406,0.3585341353226709,0.16302688276878743,0.10830620448623306,TRUE,1,1.0308884834509318,1.160062208265444,0.4153147927821247,0.4258242596389442,0.17032039256091894,0.10383349991357416,TRUE
1167,FALSE,NA,0.8889628364255373,0.9421729193878036,0.6315611722586406,0.3585341353226709,0.16302688276878743,0.10830620448623306,TRUE,2,1.0397654531746172,0.7500813144642453,0.5747578134091235,0.5474041746748721,0.14925651037525428,0.14369704246895848,TRUE
1340,FALSE,NA,0.471200466136654,151.810050748278,2.2279907731201076,0.284458033192786,75.25620186115204,0.16514650626124225,TRUE,1,0.3467006044323836,172.35641508738055,2.18354172073171,0.425215435191319,164.92964783762335,0.2301728009127931,TRUE
1340,FALSE,NA,0.471200466136654,151.810050748278,2.2279907731201076,0.284458033192786,75.25620186115204,0.16514650626124225,TRUE,2,0.9594540995508836,77.89784440985744,1.9786983122707669,0.3724567844627117,23.95104357283223,0.2085441818464284,TRUE
1364,FALSE,NA,0.8495764307392485,3125.918068967683,0.6987138792180154,0.19878459828049122,360.81461948667436,0.06917584894811421,TRUE,1,1.1793283876168115,2000.4608807001612,0.7245497682353816,0.24826960563802522,245.80327097517917,0.10246091821021454,TRUE
1364,FALSE,NA,0.8495764307392485,3125.918068967683,0.6987138792180154,0.19878459828049122,360.81461948667436,0.06917584894811421,TRUE,2,1.1675875128133888,4255.054547960104,0.27866885629767657,0.19714825340906883,204.63175293975786,0.039410716664520756,TRUE
1369,FALSE,NA,0.42688598672015565,73.70866683741848,0.619656284928121,0.18130791446671687,15.683689319174313,0.06391096870339487,TRUE,1,0.6951416134934398,82.59975409340669,0.6130952325647583,0.2630467879335741,15.2190007973967,0.09039721684746709,TRUE
1369,FALSE,NA,0.42688598672015565,73.70866683741848,0.619656284928121,0.18130791446671687,15.683689319174313,0.06391096870339487,TRUE,2,0.1911018352072732,56.48393516660217,0.6135304531780441,0.24578499975348217,40.71327422981891,0.09045170590101176,TRUE
1371,FALSE,NA,0.3231877094887249,6.818562476358916,0.266703766062602,0.1877151484795161,1.4083257518644432,0.045742270081247864,TRUE,1,0.40676885197540924,4.899942574774852,0.3023188889148036,0.31746942558692426,1.3052214794078083,0.07557822762025422,TRUE
1371,FALSE,NA,0.3231877094887249,6.818562476358916,0.266703766062602,0.1877151484795161,1.4083257518644432,0.045742270081247864,TRUE,2,0.6468644337834915,7.874996916978154,0.1888620628157526,0.305590246638977,0.8129015545242573,0.047215346690598244,TRUE
1382,FALSE,NA,0.5070408351315844,41.97950075133892,0.24054769911639332,0.27292267915005514,6.398621348447693,0.05378997334241178,TRUE,1,0.11102135614105785,654271.6914381748,0.2846728802153466,0.12742054473242112,660975733.6823643,0.09003200791802077,TRUE
1382,FALSE,NA,0.5070408351315844,41.97950075133892,0.24054769911639332,0.27292267915005514,6.398621348447693,0.05378997334241178,TRUE,2,1.3892427261932698,46.752359106354305,0.07464583566816704,0.21198437619968824,1.1616761472207393,0.02360480016905668,TRUE
1507,FALSE,NA,0,1,1,NA,NA,NA,FALSE,1,0,1,1,NA,NA,NA,FALSE
1507,FALSE,NA,0,1,1,NA,NA,NA,FALSE,2,0,1,1,NA,NA,NA,FALSE
1701,FALSE,NA,-0.011466884807410389,1788041026.2161508,0.2171898608216579,0.0602384118864982,2014346457369.9238,0.042600118497261114,TRUE,1,0.5586744645430133,26508.81952450998,0.14733965108369973,0.35034781184084607,2856.258340390123,0.04252993051074783,TRUE
1701,FALSE,NA,-0.011466884807410389,1788041026.2161508,0.2171898608216579,0.0602384118864982,2014346457369.9238,0.042600118497261114,TRUE,2,-0.0349985792003868,20207719024.62512,0.26437681403965174,0.10793156472044187,70045619220904.26,0.07631356527205031,TRUE
1714,FALSE,NA,0.2842911412636915,191.70054689328367,0.12618890179215556,0.11158969186288209,22.478896852657595,0.020470720489451477,TRUE,1,0.3777489732740985,238.25703061771836,0.09301737261712179,0.10421236386320056,29.80378582914339,0.021930737690774672,TRUE
1714,FALSE,NA,0.2842911412636915,191.70054689328367,0.12618890179215556,0.11158969186288209,22.478896852657595,0.020470720489451477,TRUE,2,0.5996740486958221,147.51807894227102,0.09974894456409719,0.21391538835168297,8.261667318798029,0.023507247864729932,TRUE
1748,FALSE,NA,0.5353578622086008,137670.25733443903,0.5235931001553181,0.29031807596425996,37574.33628659117,0.10269051716412078,TRUE,1,0.4419928520585702,142588.7111065674,0.61598806976579,0.5559674514813304,84648.02161477382,0.17780760353451444,TRUE
1748,FALSE,NA,0.5353578622086008,137670.25733443903,0.5235931001553181,0.29031807596425996,37574.33628659117,0.10269051716412078,TRUE,2,1.2320344760079793,117894.69503512014,0.3437742554738098,0.3818523761537182,14181.671957677787,0.0992432655595061,TRUE
1769,FALSE,NA,-0.02529711958073327,197332156247.5628,0.30755406876796615,0.04745708316639883,95088219233126.33,0.03355250467855929,TRUE,1,-0.10803279687855052,1653578314.2526898,0.2880487318865529,0.0645103869870945,156700329846.0004,0.04444706427766231,TRUE
1769,FALSE,NA,-0.02529711958073327,197332156247.5628,0.30755406876796615,0.04745708316639883,95088219233126.33,0.03355250467855929,TRUE,2,0.05730567181211077,387091096290.31866,0.3043336711153326,0.0664111226316293,561651980734922.6,0.04696044499952225,TRUE
1796,FALSE,NA,0.44267138098933745,2110.389121204436,0.2746109179716857,0.21466388879307188,631.113272201947,0.06866279181844845,TRUE,1,0.2938974357093612,55683.681234862146,0.36114113637653655,0.4382783977095556,5471805.489148334,0.127670941529349,TRUE
