mainid,datasourceid,locationid,taxonname,lon,lat,reference,ott_id,name_cleaned,ncbi_id,genus,family,order,class,phylum,kingdom,taxon_rank
8283,502,87,Myzus persicae,-1.8,55.1,Refer Rothamsted,785522,Myzus persicae,13164,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8284,502,87,Nasonovia ribis nigri,-1.8,55.1,Refer Rothamsted,413781,Nasonovia ribisnigri,269403,Nasonovia,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8285,502,87,Prociphilines (genus Prociphilus),-1.8,55.1,Refer Rothamsted,990091,Prociphilus,133102,Prociphilus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8286,502,87,Phyllaphis fagi,-1.8,55.1,Refer Rothamsted,802141,Phyllaphis fagi,935663,Phyllaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8287,502,87,Phorodon humuli,-1.8,55.1,Refer Rothamsted,1076984,Phorodon humuli,796291,Phorodon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8288,502,87,Rhopalosiphum insertum,-1.8,55.1,Refer Rothamsted,229382,Rhopalosiphum insertum,168652,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8289,502,87,Rhopalosiphum maidis,-1.8,55.1,Refer Rothamsted,897641,Rhopalosiphum maidis,43146,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8290,502,87,Rhospalosiphum padi,-1.8,55.1,Refer Rothamsted,954228,Rhopalosiphum padi,40932,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8291,502,87,Sitobion avenae,-1.8,55.1,Refer Rothamsted,1004324,Sitobion avenae,44664,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8292,502,87,Sitobion fragariae,-1.8,55.1,Refer Rothamsted,1004322,Sitobion fragariae,44665,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8293,502,10582,Acyrthosiphon pisum,-1.25,54.25,Refer Rothamsted,814484,Acyrthosiphon pisum,7029,Acyrthosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8294,502,10582,Aphis fabae,-1.25,54.25,Refer Rothamsted,54045,Aphis fabae,191316,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8295,502,10582,Unknown Insect sp331,-1.25,54.25,Refer Rothamsted,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
8296,502,10582,Aulacorthum solani,-1.25,54.25,Refer Rothamsted,935701,Aulacorthum solani,202456,Aulacorthum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8297,502,10582,Brachycaudas helichrysi,-1.25,54.25,Refer Rothamsted,674951,Brachycaudus helichrysi,330452,Brachycaudus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8298,502,10582,Brevicoryne brassicae,-1.25,54.25,Refer Rothamsted,979625,Brevicoryne brassicae,69196,Brevicoryne,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8299,502,10582,Cavariella aegopodii,-1.25,54.25,Refer Rothamsted,304440,Cavariella aegopodii,330421,Cavariella,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8300,502,10582,Cinara,-1.25,54.25,Refer Rothamsted,753380,Cinara,97051,Cinara,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8301,502,10582,Drepanosiphum platanoidis,-1.25,54.25,Refer Rothamsted,668660,Drepanosiphum platanoidis,527648,Drepanosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8302,502,10582,Dysaphis plantaginea,-1.25,54.25,Refer Rothamsted,733406,Dysaphis plantaginea,214836,Dysaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8303,502,10582,Elatobium abietinum,-1.25,54.25,Refer Rothamsted,145929,Elatobium abietinum,527671,Elatobium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8304,502,10582,Eriosoma ulmi,-1.25,54.25,Refer Rothamsted,298033,Eriosoma ulmi,452322,Eriosoma,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8305,502,10582,Hyalopterus pruni,-1.25,54.25,Refer Rothamsted,743364,Hyalopterus pruni,312888,Hyalopterus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8306,502,10582,Hyperomyzus lactucae,-1.25,54.25,Refer Rothamsted,203054,Hyperomyzus lactucae,330460,Hyperomyzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8307,502,10582,Macrosiphum euphorbiae,-1.25,54.25,Refer Rothamsted,362108,Macrosiphum euphorbiae,13131,Macrosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8308,502,10582,Megoura viciae,-1.25,54.25,Refer Rothamsted,106261,Megoura viciae,112273,Megoura,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8309,502,10582,Metapolophium dirhodum,-1.25,54.25,Refer Rothamsted,427455,Metopolophium dirhodum,44670,Metopolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8310,502,10582,Metapolophium festucae,-1.25,54.25,Refer Rothamsted,3447824,Metopolophium festucae,NA,Metapolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,Species
8311,502,10582,Myzus ascalonicus,-1.25,54.25,Refer Rothamsted,98149,Myzus ascalonicus,51993,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8312,502,10582,Myzus ornatus,-1.25,54.25,Refer Rothamsted,72108,Myzus ornatus,44658,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8313,502,10582,Myzus persicae,-1.25,54.25,Refer Rothamsted,785522,Myzus persicae,13164,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8314,502,10582,Prociphilines (genus Prociphilus),-1.25,54.25,Refer Rothamsted,990091,Prociphilus,133102,Prociphilus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8315,502,10582,Phyllaphis fagi,-1.25,54.25,Refer Rothamsted,802141,Phyllaphis fagi,935663,Phyllaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8316,502,10582,Phorodon humuli,-1.25,54.25,Refer Rothamsted,1076984,Phorodon humuli,796291,Phorodon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8317,502,10582,Rhopalosiphum insertum,-1.25,54.25,Refer Rothamsted,229382,Rhopalosiphum insertum,168652,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8318,502,10582,Rhopalosiphum maidis,-1.25,54.25,Refer Rothamsted,897641,Rhopalosiphum maidis,43146,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8319,502,10582,Rhospalosiphum padi,-1.25,54.25,Refer Rothamsted,954228,Rhopalosiphum padi,40932,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8320,502,10582,Sitobion avenae,-1.25,54.25,Refer Rothamsted,1004324,Sitobion avenae,44664,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8321,502,10582,Sitobion fragariae,-1.25,54.25,Refer Rothamsted,1004322,Sitobion fragariae,44665,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8322,502,10583,Acyrthosiphon pisum,-1.5,52.91666667,Refer Rothamsted,814484,Acyrthosiphon pisum,7029,Acyrthosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8323,502,10583,Aphis fabae,-1.5,52.91666667,Refer Rothamsted,54045,Aphis fabae,191316,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8324,502,10583,Unknown Insect sp331,-1.5,52.91666667,Refer Rothamsted,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
8325,502,10583,Aulacorthum solani,-1.5,52.91666667,Refer Rothamsted,935701,Aulacorthum solani,202456,Aulacorthum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8326,502,10583,Brachycaudas helichrysi,-1.5,52.91666667,Refer Rothamsted,674951,Brachycaudus helichrysi,330452,Brachycaudus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8327,502,10583,Brevicoryne brassicae,-1.5,52.91666667,Refer Rothamsted,979625,Brevicoryne brassicae,69196,Brevicoryne,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8328,502,10583,Cavariella aegopodii,-1.5,52.91666667,Refer Rothamsted,304440,Cavariella aegopodii,330421,Cavariella,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8329,502,10583,Cinara,-1.5,52.91666667,Refer Rothamsted,753380,Cinara,97051,Cinara,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8330,502,10583,Drepanosiphum platanoidis,-1.5,52.91666667,Refer Rothamsted,668660,Drepanosiphum platanoidis,527648,Drepanosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8331,502,10583,Dysaphis plantaginea,-1.5,52.91666667,Refer Rothamsted,733406,Dysaphis plantaginea,214836,Dysaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8332,502,10583,Elatobium abietinum,-1.5,52.91666667,Refer Rothamsted,145929,Elatobium abietinum,527671,Elatobium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8333,502,10583,Eriosoma ulmi,-1.5,52.91666667,Refer Rothamsted,298033,Eriosoma ulmi,452322,Eriosoma,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8334,502,10583,Hyalopterus pruni,-1.5,52.91666667,Refer Rothamsted,743364,Hyalopterus pruni,312888,Hyalopterus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8335,502,10583,Hyperomyzus lactucae,-1.5,52.91666667,Refer Rothamsted,203054,Hyperomyzus lactucae,330460,Hyperomyzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8336,502,10583,Macrosiphum euphorbiae,-1.5,52.91666667,Refer Rothamsted,362108,Macrosiphum euphorbiae,13131,Macrosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8337,502,10583,Megoura viciae,-1.5,52.91666667,Refer Rothamsted,106261,Megoura viciae,112273,Megoura,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8338,502,10583,Metapolophium dirhodum,-1.5,52.91666667,Refer Rothamsted,427455,Metopolophium dirhodum,44670,Metopolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8339,502,10583,Metapolophium festucae,-1.5,52.91666667,Refer Rothamsted,3447824,Metopolophium festucae,NA,Metapolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,Species
8340,502,10583,Myzus ascalonicus,-1.5,52.91666667,Refer Rothamsted,98149,Myzus ascalonicus,51993,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8341,502,10583,Myzus ornatus,-1.5,52.91666667,Refer Rothamsted,72108,Myzus ornatus,44658,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8342,502,10583,Myzus persicae,-1.5,52.91666667,Refer Rothamsted,785522,Myzus persicae,13164,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8343,502,10583,Nasonovia ribis nigri,-1.5,52.91666667,Refer Rothamsted,413781,Nasonovia ribisnigri,269403,Nasonovia,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8344,502,10583,Prociphilines (genus Prociphilus),-1.5,52.91666667,Refer Rothamsted,990091,Prociphilus,133102,Prociphilus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8345,502,10583,Phyllaphis fagi,-1.5,52.91666667,Refer Rothamsted,802141,Phyllaphis fagi,935663,Phyllaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8346,502,10583,Pentatrichopus fragaefolii,-1.5,52.91666667,Refer Rothamsted,247901,Chaetosiphon fragaefolii,527630,Chaetosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8347,502,10583,Phorodon humuli,-1.5,52.91666667,Refer Rothamsted,1076984,Phorodon humuli,796291,Phorodon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8348,502,10583,Rhopalosiphum insertum,-1.5,52.91666667,Refer Rothamsted,229382,Rhopalosiphum insertum,168652,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8349,502,10583,Rhopalosiphum maidis,-1.5,52.91666667,Refer Rothamsted,897641,Rhopalosiphum maidis,43146,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8350,502,10583,Rhospalosiphum padi,-1.5,52.91666667,Refer Rothamsted,954228,Rhopalosiphum padi,40932,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8351,502,10583,Sitobion avenae,-1.5,52.91666667,Refer Rothamsted,1004324,Sitobion avenae,44664,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8352,502,10583,Sitobion fragariae,-1.5,52.91666667,Refer Rothamsted,1004322,Sitobion fragariae,44665,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8353,502,10584,Acyrthosiphon pisum,-4.083333333,52.41666667,Refer Rothamsted,814484,Acyrthosiphon pisum,7029,Acyrthosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8354,502,10584,Aphis fabae,-4.083333333,52.41666667,Refer Rothamsted,54045,Aphis fabae,191316,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8355,502,10584,Unknown Insect sp331,-4.083333333,52.41666667,Refer Rothamsted,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
8356,502,10584,Aulacorthum solani,-4.083333333,52.41666667,Refer Rothamsted,935701,Aulacorthum solani,202456,Aulacorthum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8357,502,10584,Brachycaudas helichrysi,-4.083333333,52.41666667,Refer Rothamsted,674951,Brachycaudus helichrysi,330452,Brachycaudus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8358,502,10584,Brevicoryne brassicae,-4.083333333,52.41666667,Refer Rothamsted,979625,Brevicoryne brassicae,69196,Brevicoryne,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8359,502,10584,Cavariella aegopodii,-4.083333333,52.41666667,Refer Rothamsted,304440,Cavariella aegopodii,330421,Cavariella,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8360,502,10584,Cinara,-4.083333333,52.41666667,Refer Rothamsted,753380,Cinara,97051,Cinara,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8361,502,10584,Drepanosiphum platanoidis,-4.083333333,52.41666667,Refer Rothamsted,668660,Drepanosiphum platanoidis,527648,Drepanosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8362,502,10584,Dysaphis plantaginea,-4.083333333,52.41666667,Refer Rothamsted,733406,Dysaphis plantaginea,214836,Dysaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8363,502,10584,Elatobium abietinum,-4.083333333,52.41666667,Refer Rothamsted,145929,Elatobium abietinum,527671,Elatobium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8364,502,10584,Eriosoma ulmi,-4.083333333,52.41666667,Refer Rothamsted,298033,Eriosoma ulmi,452322,Eriosoma,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8365,502,10584,Hyalopterus pruni,-4.083333333,52.41666667,Refer Rothamsted,743364,Hyalopterus pruni,312888,Hyalopterus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8366,502,10584,Hyperomyzus lactucae,-4.083333333,52.41666667,Refer Rothamsted,203054,Hyperomyzus lactucae,330460,Hyperomyzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8367,502,10584,Macrosiphum euphorbiae,-4.083333333,52.41666667,Refer Rothamsted,362108,Macrosiphum euphorbiae,13131,Macrosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8368,502,10584,Megoura viciae,-4.083333333,52.41666667,Refer Rothamsted,106261,Megoura viciae,112273,Megoura,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8369,502,10584,Metapolophium dirhodum,-4.083333333,52.41666667,Refer Rothamsted,427455,Metopolophium dirhodum,44670,Metopolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8370,502,10584,Metapolophium festucae,-4.083333333,52.41666667,Refer Rothamsted,3447824,Metopolophium festucae,NA,Metapolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,Species
8371,502,10584,Myzus ascalonicus,-4.083333333,52.41666667,Refer Rothamsted,98149,Myzus ascalonicus,51993,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8372,502,10584,Myzus ornatus,-4.083333333,52.41666667,Refer Rothamsted,72108,Myzus ornatus,44658,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8373,502,10584,Myzus persicae,-4.083333333,52.41666667,Refer Rothamsted,785522,Myzus persicae,13164,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8374,502,10584,Nasonovia ribis nigri,-4.083333333,52.41666667,Refer Rothamsted,413781,Nasonovia ribisnigri,269403,Nasonovia,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8375,502,10584,Prociphilines (genus Prociphilus),-4.083333333,52.41666667,Refer Rothamsted,990091,Prociphilus,133102,Prociphilus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8376,502,10584,Phyllaphis fagi,-4.083333333,52.41666667,Refer Rothamsted,802141,Phyllaphis fagi,935663,Phyllaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8377,502,10584,Phorodon humuli,-4.083333333,52.41666667,Refer Rothamsted,1076984,Phorodon humuli,796291,Phorodon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8378,502,10584,Rhopalosiphum insertum,-4.083333333,52.41666667,Refer Rothamsted,229382,Rhopalosiphum insertum,168652,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8379,502,10584,Rhopalosiphum maidis,-4.083333333,52.41666667,Refer Rothamsted,897641,Rhopalosiphum maidis,43146,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8380,502,10584,Rhospalosiphum padi,-4.083333333,52.41666667,Refer Rothamsted,954228,Rhopalosiphum padi,40932,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8381,502,10584,Sitobion avenae,-4.083333333,52.41666667,Refer Rothamsted,1004324,Sitobion avenae,44664,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8382,502,10584,Sitobion fragariae,-4.083333333,52.41666667,Refer Rothamsted,1004322,Sitobion fragariae,44665,Sitobion,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8383,502,86,Acyrthosiphon pisum,0.433333333,52.23333333,Refer Rothamsted,814484,Acyrthosiphon pisum,7029,Acyrthosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8384,502,86,Aphis fabae,0.433333333,52.23333333,Refer Rothamsted,54045,Aphis fabae,191316,Aphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8385,502,86,Unknown Insect sp331,0.433333333,52.23333333,Refer Rothamsted,1062253,Insecta,50557,NA,NA,NA,Insecta,Arthropoda,Metazoa,class
8386,502,86,Aulacorthum solani,0.433333333,52.23333333,Refer Rothamsted,935701,Aulacorthum solani,202456,Aulacorthum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8387,502,86,Brachycaudas helichrysi,0.433333333,52.23333333,Refer Rothamsted,674951,Brachycaudus helichrysi,330452,Brachycaudus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8388,502,86,Brevicoryne brassicae,0.433333333,52.23333333,Refer Rothamsted,979625,Brevicoryne brassicae,69196,Brevicoryne,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8389,502,86,Cavariella aegopodii,0.433333333,52.23333333,Refer Rothamsted,304440,Cavariella aegopodii,330421,Cavariella,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8390,502,86,Cinara,0.433333333,52.23333333,Refer Rothamsted,753380,Cinara,97051,Cinara,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8391,502,86,Drepanosiphum platanoidis,0.433333333,52.23333333,Refer Rothamsted,668660,Drepanosiphum platanoidis,527648,Drepanosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8392,502,86,Dysaphis plantaginea,0.433333333,52.23333333,Refer Rothamsted,733406,Dysaphis plantaginea,214836,Dysaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8393,502,86,Elatobium abietinum,0.433333333,52.23333333,Refer Rothamsted,145929,Elatobium abietinum,527671,Elatobium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8394,502,86,Eriosoma ulmi,0.433333333,52.23333333,Refer Rothamsted,298033,Eriosoma ulmi,452322,Eriosoma,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8395,502,86,Hyalopterus pruni,0.433333333,52.23333333,Refer Rothamsted,743364,Hyalopterus pruni,312888,Hyalopterus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8396,502,86,Hyperomyzus lactucae,0.433333333,52.23333333,Refer Rothamsted,203054,Hyperomyzus lactucae,330460,Hyperomyzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8397,502,86,Macrosiphum euphorbiae,0.433333333,52.23333333,Refer Rothamsted,362108,Macrosiphum euphorbiae,13131,Macrosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8398,502,86,Megoura viciae,0.433333333,52.23333333,Refer Rothamsted,106261,Megoura viciae,112273,Megoura,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8399,502,86,Metapolophium dirhodum,0.433333333,52.23333333,Refer Rothamsted,427455,Metopolophium dirhodum,44670,Metopolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8400,502,86,Metapolophium festucae,0.433333333,52.23333333,Refer Rothamsted,3447824,Metopolophium festucae,NA,Metapolophium,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,Species
8401,502,86,Myzus ascalonicus,0.433333333,52.23333333,Refer Rothamsted,98149,Myzus ascalonicus,51993,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8402,502,86,Myzus ornatus,0.433333333,52.23333333,Refer Rothamsted,72108,Myzus ornatus,44658,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8403,502,86,Myzus persicae,0.433333333,52.23333333,Refer Rothamsted,785522,Myzus persicae,13164,Myzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8404,502,86,Nasonovia ribis nigri,0.433333333,52.23333333,Refer Rothamsted,413781,Nasonovia ribisnigri,269403,Nasonovia,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8405,502,86,Prociphilines (genus Prociphilus),0.433333333,52.23333333,Refer Rothamsted,990091,Prociphilus,133102,Prociphilus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,genus
8406,502,86,Phyllaphis fagi,0.433333333,52.23333333,Refer Rothamsted,802141,Phyllaphis fagi,935663,Phyllaphis,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8407,502,86,Phorodon humuli,0.433333333,52.23333333,Refer Rothamsted,1076984,Phorodon humuli,796291,Phorodon,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8408,502,86,Rhopalosiphum insertum,0.433333333,52.23333333,Refer Rothamsted,229382,Rhopalosiphum insertum,168652,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
8409,502,86,Rhopalosiphum maidis,0.433333333,52.23333333,Refer Rothamsted,897641,Rhopalosiphum maidis,43146,Rhopalosiphum,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa,species
