species,name_cleaned,search_string,unique_name,approximate_match,score,ott_id,is_synonym,flags,number_matches
Tsuga canadensis,Tsuga canadensis,tsuga canadensis,Tsuga canadensis,FALSE,1,117276,FALSE,,1
Abies veitchii,Abies veitchii,abies veitchii,Abies veitchii,FALSE,1,648452,FALSE,,1
Abies sibirica,Abies sibirica,abies sibirica,Abies sibirica,FALSE,1,301374,FALSE,,1
Pinus peuce,Pinus peuce,pinus peuce,Pinus peuce,FALSE,1,837891,FALSE,,1
Thuja occidentalis,Thuja occidentalis,thuja occidentalis,Thuja occidentalis,FALSE,1,463720,FALSE,,1
Corylus avellana,Corylus avellana,corylus avellana,Corylus avellana,FALSE,1,424336,FALSE,,1
Alnus glutinosa,Alnus glutinosa,alnus glutinosa,Alnus glutinosa,FALSE,1,791130,FALSE,,1
Larix gmelinii,Larix gmelinii,larix gmelinii,Larix gmelinii,FALSE,1,1080548,FALSE,,1
Larix decidua,Larix decidua,larix decidua,Larix decidua,FALSE,1,693251,FALSE,,1
Picea omorika,Picea omorika,picea omorika,Picea omorika,FALSE,1,771684,FALSE,,1
Acer rufinerve,Acer rufinerve,acer rufinerve,Acer rufinerve,FALSE,1,700437,FALSE,,1
Carpinus spp.,Carpinus spp.,carpinus,Carpinus,FALSE,1,619397,FALSE,,1
Torreya nucifera,Torreya nucifera,torreya nucifera,Torreya nucifera,FALSE,1,238588,FALSE,,1
Zelkova serrata,Zelkova serrata,zelkova serrata,Zelkova serrata,FALSE,1,762463,FALSE,,1
Acacia hayesii,Acacia hayesii,acacia hayesii,Acacia hayesii,FALSE,1,5785742,FALSE,,2
Adelphia hiraea,Adelphia hiraea,adelphia hiraea,Adelphia hiraea,FALSE,1,5750486,FALSE,,1
Apeiba glabra,Apeiba glabra,apeiba glabra,Apeiba glabra,FALSE,1,679879,FALSE,,1
Cissus erosa,Cissus erosa,cissus erosa,Cissus erosa,FALSE,1,862164,FALSE,,1
Guatteria dumetorum,Guatteria dumetorum,guatteria dumetorum,Guatteria dumetorum,FALSE,1,647421,FALSE,,1
Handroanthus guayacan,Handroanthus guayacan,handroanthus guayacan,Handroanthus guayacan,FALSE,1,319714,FALSE,,1
Hebestigma cubense,Hebestigma cubense,hebestigma cubense,Hebestigma cubense,FALSE,1,1085819,FALSE,,1
Hiraea faginea,Hiraea faginea,hiraea faginea,Hiraea faginea,FALSE,1,3910012,FALSE,,1
Hiraea grandifolia,Hiraea grandifolia,hiraea grandifolia,Hiraea grandifolia,FALSE,1,5750499,FALSE,,1
Hiraea reclinata,Hiraea reclinata,hiraea reclinata,Hiraea reclinata,FALSE,1,322911,FALSE,,1
Hybanthus prunifolius,Pombalia prunifolia,hybanthus prunifolius,Pombalia prunifolia,FALSE,1,1035524,TRUE,,1
Inga semialata,Inga marginata,inga semialata,Inga marginata,FALSE,1,396537,TRUE,sibling_higher,1
Mendoncia gracilis,Mendoncia gracilis,mendoncia gracilis,Mendoncia gracilis,FALSE,1,5793257,FALSE,,1
Mendoncia litoralis,Mendoncia litoralis,mendoncia litoralis,Mendoncia litoralis,FALSE,1,5793255,FALSE,,1
Paullinia fibrigera,Paullinia fibrigera,paullinia fibrigera,Paullinia fibrigera,FALSE,1,5747983,FALSE,,1
Paullinia fuscescens,Paullinia fuscescens,paullinia fuscescens,Paullinia fuscescens,FALSE,1,3942573,FALSE,,1
Paullinia rugosa,Paullinia rugosa,paullinia rugosa,Paullinia rugosa,FALSE,1,5747985,FALSE,,1
Psychotria furcata,Psychotria furcata,psychotria furcata,Psychotria furcata,FALSE,1,205710,FALSE,,1
Rinorea sylvatica,Rinorea sylvatica,rinorea sylvatica,Rinorea sylvatica,FALSE,1,651355,FALSE,,1
Serjania circumvallata,Serjania circumvallata,serjania circumvallata,Serjania circumvallata,FALSE,1,5747900,FALSE,,1
Terminalia amazonia,Terminalia amazonia,terminalia amazonia,Terminalia amazonia,FALSE,1,129626,FALSE,,1
Tetrapterys discolor,Tetrapterys discolor,tetrapterys discolor,Tetrapterys discolor,FALSE,1,809327,FALSE,,1
Tetragastris panamensis,Tetragastris panamensis,tetragastris panamensis,Tetragastris panamensis,FALSE,1,266961,FALSE,,1
Zanthoxylum ekmanii,Zanthoxylum ekmanii,zanthoxylum ekmanii,Zanthoxylum ekmanii,FALSE,1,425662,FALSE,,1
Alnus hirsuta,Alnus hirsuta,alnus hirsuta,Alnus hirsuta,FALSE,1,639096,FALSE,,1
Juglans mandshurica,Juglans mandshurica,juglans mandshurica,Juglans mandshurica,FALSE,1,70093,FALSE,,2
Magnolia kobus,Magnolia kobus,magnolia kobus,Magnolia kobus,FALSE,1,664531,FALSE,sibling_higher,1
Phellodendron amurense,Phellodendron amurense,phellodendron amurense,Phellodendron amurense,FALSE,1,1016461,FALSE,,1
Sorbus alnifolia,Sorbus alnifolia,sorbus alnifolia,Sorbus alnifolia,FALSE,1,366123,FALSE,sibling_higher,1
Sorbus commixta,Sorbus commixta,sorbus commixta,Sorbus commixta,FALSE,1,222837,FALSE,sibling_higher,1
Juniperus monosperma,Juniperus monosperma,juniperus monosperma,Juniperus monosperma,FALSE,1,535589,FALSE,,1
Quercus turbinella,Quercus turbinella,quercus turbinella,Quercus turbinella,FALSE,1,925295,FALSE,,1
Carapa guianensis,Carapa guianensis,carapa guianensis,Carapa guianensis,FALSE,1,430651,FALSE,,1
Nothofagus alpina,Nothofagus alpina,nothofagus,Nothofagus,FALSE,1,272015,FALSE,,1
Picea rubens,Picea rubens,picea rubens,Picea rubens,FALSE,1,771655,FALSE,,1
Khaya anthotheca,Khaya anthotheca,khaya anthotheca,Khaya anthotheca,FALSE,1,548506,FALSE,,1
Castanea sativa,Castanea sativa,castanea sativa,Castanea sativa,FALSE,1,1028994,FALSE,,1
Prosopis tamarugo,Prosopis tamarugo,prosopis tamarugo,Prosopis tamarugo,FALSE,1,1021992,FALSE,,1
Pinus flexilis,Pinus flexilis,pinus flexilis,Pinus flexilis,FALSE,1,799605,FALSE,,1
Bromus tectorum,Bromus tectorum,bromus tectorum,Bromus tectorum,FALSE,1,188833,FALSE,,1
Coleogyne ramosissima,Coleogyne ramosissima,coleogyne ramosissima,Coleogyne ramosissima,FALSE,1,817076,FALSE,,1
Cryptantha flava,Oreocarya flava,cryptantha flava,Oreocarya flava,FALSE,1,305706,TRUE,,1
Lepidium montanum,Lepidium montanum,lepidium montanum,Lepidium montanum,FALSE,1,681786,FALSE,,1
Oryzopsis hymenoides,Stipa hymenoides,oryzopsis hymenoides,Stipa hymenoides,FALSE,1,557292,TRUE,sibling_higher,1
Aeschynanthus acuminatus,Aeschynanthus acuminatus,aeschynanthus acuminatus,Aeschynanthus acuminatus,FALSE,1,154175,FALSE,,1
Aidia cochinchinensis,Aidia cochinchinensis,aidia cochinchinensis,Aidia cochinchinensis,FALSE,1,990701,FALSE,,1
Ampelopsis cantoniensis,Nekemias cantoniensis,ampelopsis cantoniensis,Nekemias cantoniensis,FALSE,1,769612,TRUE,,1
Ardisia quinquegona,Ardisia quinquegona,ardisia quinquegona,Ardisia quinquegona,FALSE,1,1051684,FALSE,sibling_higher,1
Blastus cochinchinensis,Blastus cochinchinensis,blastus cochinchinensis,Blastus cochinchinensis,FALSE,1,847648,FALSE,,1
Cinnamomum micranthum,Cinnamomum micranthum,cinnamomum micranthum,Cinnamomum micranthum,FALSE,1,218432,FALSE,,1
Cleyera japonica,Cleyera japonica,cleyera japonica,Cleyera japonica,FALSE,1,887931,FALSE,,1
Cryptocarya chinensis,Cryptocarya chinensis,cryptocarya chinensis,Cryptocarya chinensis,FALSE,1,445161,FALSE,,1
Diospyros morrisiana,Diospyros morrisiana,diospyros morrisiana,Diospyros morrisiana,FALSE,1,514561,FALSE,,1
Diplospora dubia,Diplospora dubia,diplospora dubia,Diplospora dubia,FALSE,1,729058,FALSE,,1
Dischidia formosana,Dischidia formosana,dischidia formosana,Dischidia formosana,FALSE,1,6066555,FALSE,,1
Elaeocarpus japonicus,Elaeocarpus japonicus,elaeocarpus japonicus,Elaeocarpus japonicus,FALSE,1,514553,FALSE,,1
Elatostema lineolatum,Elatostema lineolatum,elatostema lineolatum,Elatostema lineolatum,FALSE,1,5334617,FALSE,,1
Engelhardia roxburghiana,Engelhardia roxburghiana,engelhardia roxburghiana,Engelhardia roxburghiana,FALSE,1,722586,FALSE,,2
Eurya loquaiana,Eurya loquaiana,eurya loquaiana,Eurya loquaiana,FALSE,1,695244,FALSE,,1
Glochidion acuminatum,Phyllanthus meghalayensis,glochidion acuminatum,Phyllanthus meghalayensis,FALSE,1,3949,TRUE,sibling_higher,1
Helicia formosana,Helicia formosana,helicia formosana,Helicia formosana,FALSE,1,5716034,FALSE,,1
Hoya carnosa,Hoya carnosa,hoya carnosa,Hoya carnosa,FALSE,1,790018,FALSE,sibling_higher,1
Lagerstroemia subcostata,Lagerstroemia subcostata,lagerstroemia subcostata,Lagerstroemia subcostata,FALSE,1,5747332,FALSE,,1
Lasianthus spp.,Lasianthus spp.,lasianthus,Lasianthus,FALSE,1,447902,FALSE,,1
Litsea acuminata,Actinodaphne acuminata,litsea acuminata,Actinodaphne acuminata,FALSE,1,5699245,TRUE,,1
Machilus zuihoensis,Machilus zuihoensis,machilus zuihoensis,Machilus zuihoensis,FALSE,1,36198,FALSE,,1
Maesa japonica,Maesa japonica,maesa japonica,Maesa japonica,FALSE,1,1011531,FALSE,,1
Maesa perlaria,Maesa perlaria,maesa perlaria,Maesa perlaria,FALSE,1,4728345,FALSE,,1
Magnolia compressa,Magnolia compressa,magnolia compressa,Magnolia compressa,FALSE,1,831108,FALSE,sibling_higher,1
Medinilla fengii,Medinilla fengii,medinilla fengii,Medinilla fengii,FALSE,1,3940356,FALSE,sibling_higher,1
Melastoma malabathricum,Melastoma malabathricum,melastoma malabathricum,Melastoma malabathricum,FALSE,1,1001118,FALSE,,1
Meliosma squamulata,Meliosma squamulata,meliosma squamulata,Meliosma squamulata,FALSE,1,481048,FALSE,,1
Mussaenda pubescens,Mussaenda pubescens,mussaenda pubescens,Mussaenda pubescens,FALSE,1,650330,FALSE,,2
Myrsine seguinii,Myrsine seguinii,myrsine seguinii,Myrsine seguinii,FALSE,1,659787,FALSE,,1
Pileostegia viburnoides,Hydrangea viburnoides,pileostegia viburnoides,Hydrangea viburnoides,FALSE,1,275900,TRUE,,1
Pothos chinensis,Pothos chinensis,pothos chinensis,Pothos chinensis,FALSE,1,3999516,FALSE,,1
Prunus phaeosticta,Prunus phaeosticta,prunus phaeosticta,Prunus phaeosticta,FALSE,1,1004877,FALSE,sibling_higher,1
Psychotria serpens,Psychotria serpens,psychotria serpens,Psychotria serpens,FALSE,1,456857,FALSE,,1
Pyrenaria microcarpa,Pyrenaria microcarpa,pyrenaria microcarpa,Pyrenaria microcarpa,FALSE,1,247417,FALSE,,1
Quercus gilva,Quercus gilva,quercus gilva,Quercus gilva,FALSE,1,239491,FALSE,,1
Quercus longinux,Quercus longinux,quercus longinux,Quercus longinux,FALSE,1,3930991,FALSE,,1
Rubus hexagynus,Rubus pirifolius,rubus hexagynus,Rubus pirifolius,FALSE,1,147317,TRUE,incertae_sedis_inherited,1
Schefflera heptaphylla,Schefflera heptaphylla,schefflera heptaphylla,Schefflera heptaphylla,FALSE,1,1090819,FALSE,,1
Smilax spp.,Smilax spp.,smilax,Smilax (genus in kingdom Archaeplastida),FALSE,1,24750,FALSE,,1
Symplocos cochinchinensis,Symplocos cochinchinensis,symplocos cochinchinensis,Symplocos cochinchinensis,FALSE,1,664043,FALSE,,1
Vaccinium emarginatum,Vaccinium emarginatum,vaccinium emarginatum,Vaccinium emarginatum,FALSE,1,348401,FALSE,sibling_higher,1
Clematis crassifolia,Clematis crassifolia,clematis crassifolia,Clematis crassifolia,FALSE,1,72767,FALSE,,1
Lithocarpus uraianus,Castanopsis uraiana,lithocarpus uraianus,Castanopsis uraiana,FALSE,1,149026,TRUE,,1
Miscanthus floridulus,Miscanthus floridulus,miscanthus floridulus,Miscanthus floridulus,FALSE,1,795843,FALSE,,1
Pericampylus glaucus,Pericampylus glaucus,pericampylus glaucus,Pericampylus glaucus,FALSE,1,918345,FALSE,,1
Symplocos glauca,Symplocos glauca,symplocos glauca,Symplocos glauca,FALSE,1,686539,FALSE,,1
Albizia grandibracteata,Albizia grandibracteata,albizia grandibracteata,Albizia grandibracteata,FALSE,1,300011,FALSE,,1
Balanites wilsoniana,Balanites wilsoniana,balanites wilsoniana,Balanites wilsoniana,FALSE,1,5763367,FALSE,,1
Blighia unijugata,Blighia unijugata,blighia unijugata,Blighia unijugata,FALSE,1,335833,FALSE,,1
Celtis africana,Celtis africana,celtis africana,Celtis africana,FALSE,1,723889,FALSE,,1
Celtis gomphophylla,Celtis gomphophylla,celtis gomphophylla,Celtis gomphophylla,FALSE,1,5233294,FALSE,,1
Chaetachme aristata,Chaetachme aristata,chaetachme aristata,Chaetachme aristata,FALSE,1,113340,FALSE,,1
Diospyros abyssinica,Diospyros abyssinica,diospyros abyssinica,Diospyros abyssinica,FALSE,1,53155,FALSE,,1
Dombeya kirkii,Dombeya kirkii,dombeya kirkii,Dombeya kirkii,FALSE,1,3942818,FALSE,sibling_higher,1
Erythrina abyssinica,Erythrina abyssinica,erythrina abyssinica,Erythrina abyssinica,FALSE,1,3921472,FALSE,,1
Fagaropsis angolensis,Fagaropsis angolensis,fagaropsis angolensis,Fagaropsis angolensis,FALSE,1,5922807,FALSE,,1
Ficus exasperata,Ficus exasperata,ficus exasperata,Ficus exasperata,FALSE,1,263110,FALSE,,3
Ficus sansibarica,Ficus sansibarica,ficus sansibarica,Ficus sansibarica,FALSE,1,585693,FALSE,,1
Funtumia africana,Funtumia africana,funtumia africana,Funtumia africana,FALSE,1,800926,FALSE,,1
Macaranga schweinfurthii,Macaranga schweinfurthii,macaranga schweinfurthii,Macaranga schweinfurthii,FALSE,1,339743,FALSE,,1
Markhamia lutea,Markhamia lutea,markhamia lutea,Markhamia lutea,FALSE,1,5145156,FALSE,,1
Millettia dura,Millettia dura,millettia dura,Millettia dura,FALSE,1,817336,FALSE,,1
Mimusops bagshawei,Mimusops bagshawei,mimusops bagshawei,Mimusops bagshawei,FALSE,1,3900537,FALSE,,1
Olea welwitschii,Olea welwitschii,olea welwitschii,Olea welwitschii,FALSE,1,766891,FALSE,,1
Parinari excelsa,Parinari excelsa,parinari excelsa,Parinari excelsa,FALSE,1,861360,FALSE,,1
Polyscias fulva,Polyscias fulva,polyscias fulva,Polyscias fulva,FALSE,1,99641,FALSE,,1
Pouteria altissima,Pouteria altissima,pouteria altissima,Pouteria altissima,FALSE,1,821006,FALSE,,1
Rauvolfia vomitoria,Rauvolfia vomitoria,rauvolfia vomitoria,Rauvolfia vomitoria,FALSE,1,669214,FALSE,,1
Spathodea campanulata,Spathodea campanulata,spathodea campanulata,Spathodea campanulata,FALSE,1,809161,FALSE,,1
Strychnos mitis,Strychnos mitis,strychnos mitis,Strychnos mitis,FALSE,1,602613,FALSE,,1
Uvariopsis congensis,Uvariopsis congensis,uvariopsis congensis,Uvariopsis congensis,FALSE,1,3868264,FALSE,,1
Zanthoxylum leprieurii,Zanthoxylum leprieurii,zanthoxylum leprieurii,Zanthoxylum leprieurii,FALSE,1,1030233,FALSE,,1
Agathis kinabaluensis,Agathis kinabaluensis,agathis kinabaluensis,Agathis kinabaluensis,FALSE,1,3866981,FALSE,,1
Dacrydium gracile,Dacrydium gracile,dacrydium gracile,Dacrydium gracile,FALSE,1,3866779,FALSE,,1
Dacrydium kinabaluensis,Dacrydium kinabaluensis,dacrydium,Dacrydium (genus in kingdom Archaeplastida),FALSE,1,54155,FALSE,,1
Leptospermum flavescens,Leptospermum glabrescens,leptospermum flavescens,Leptospermum glabrescens,TRUE,0.875,3936584,FALSE,,4
Lithocarpus rigidus,Lithocarpus rigidus,lithocarpus rigidus,Lithocarpus rigidus,FALSE,1,3930307,FALSE,sibling_higher,1
Payena microphylla,Payena microphylla,payena microphylla,Payena microphylla,FALSE,1,3900607,FALSE,,1
Phyllocladus hypophyllus,Phyllocladus hypophyllus,phyllocladus hypophyllus,Phyllocladus hypophyllus,FALSE,1,700840,FALSE,,1
Quercus lowii,Quercus lowii,quercus lowii,Quercus lowii,FALSE,1,3930586,FALSE,,1
Schima brevifolia,Schima brevifolia,schima brevifolia,Schima brevifolia,FALSE,1,6054155,FALSE,,1
Schima wallichii,Schima wallichii,schima wallichii,Schima wallichii,FALSE,1,363266,FALSE,,1
Tristaniopsis kinabaluensis,Tristaniopsis kinabaluensis,tristaniopsis kinabaluensis,Tristaniopsis kinabaluensis,FALSE,1,3936484,FALSE,,1
Tristaniopsis whiteana,Tristaniopsis whiteana,tristaniopsis whiteana,Tristaniopsis whiteana,FALSE,1,3936475,FALSE,,1
Castanopsis foxworthyi,Castanopsis foxworthyi,castanopsis foxworthyi,Castanopsis foxworthyi,FALSE,1,3930406,FALSE,,1
Dacrycarpus imbricatus,Dacrycarpus imbricatus,dacrycarpus imbricatus,Dacrycarpus imbricatus,FALSE,1,238567,FALSE,,1
Dacrycarpus kinabaluensis,Dacrycarpus kinabaluensis,dacrycarpus kinabaluensis,Dacrycarpus kinabaluensis,FALSE,1,820318,FALSE,,1
Lithocarpus clementianus,Lithocarpus clementianus,lithocarpus clementianus,Lithocarpus clementianus,FALSE,1,456633,FALSE,sibling_higher,1
Lithocarpus havilandii,Lithocarpus havilandii,lithocarpus havilandii,Lithocarpus havilandii,FALSE,1,456624,FALSE,sibling_higher,1
Lithocarpus revolutus,Lithocarpus revolutus,lithocarpus revolutus,Lithocarpus revolutus,FALSE,1,1033003,FALSE,sibling_higher,1
Trigonobalanus verticillata,Trigonobalanus verticillata,trigonobalanus verticillata,Trigonobalanus verticillata,FALSE,1,592690,FALSE,,1
Xanthophyllum tenue,Xanthophyllum tenue,xanthophyllum tenue,Xanthophyllum tenue,FALSE,1,6098269,FALSE,,1
Dacrydium gibbsiae,Dacrydium gibbsiae,dacrydium gibbsiae,Dacrydium gibbsiae,FALSE,1,445432,FALSE,,1
Leptospermum recurvum,Leptospermum recurvum,leptospermum recurvum,Leptospermum recurvum,FALSE,1,3936596,FALSE,,1
Lithocarpus turbinatus,Lithocarpus turbinatus,lithocarpus turbinatus,Lithocarpus turbinatus,FALSE,1,406359,FALSE,sibling_higher,1
Magnolia carsonii,Magnolia carsonii,magnolia carsonii,Magnolia carsonii,FALSE,1,200348,FALSE,sibling_higher,1
Polyosma hookeri,Polyosma hookeri,polyosma hookeri,Polyosma hookeri,FALSE,1,6061871,FALSE,,1
Syzygium houttuynii,Syzygium houttuynii,syzygium houttuynii,Syzygium houttuynii,FALSE,1,3934907,FALSE,,1
Syzygium steenisii,Syzygium steenisii,syzygium steenisii,Syzygium steenisii,FALSE,1,3935288,FALSE,,1
Ternstroemia lowii,Ternstroemia lowii,ternstroemia lowii,Ternstroemia lowii,FALSE,1,6050820,FALSE,,1
Ilex zygophylla,Ilex zygophylla,ilex zygophylla,Ilex zygophylla,FALSE,1,293554,FALSE,,1
Magnolia persuaveolens,Magnolia persuaveolens,magnolia persuaveolens,Magnolia persuaveolens,FALSE,1,3867141,FALSE,sibling_higher,1
Olea rubrovenia,Olea rubrovenia,olea rubrovenia,Olea rubrovenia,FALSE,1,6090025,FALSE,,1
Syzygium kinabaluense,Syzygium kinabaluense,syzygium kinabaluense,Syzygium kinabaluense,FALSE,1,3934358,FALSE,,1
Abuta racemosa,Abuta racemosa,abuta racemosa,Abuta racemosa,FALSE,1,5727725,FALSE,,1
Aegiphila cephalophora,Aegiphila cephalophora,aegiphila cephalophora,Aegiphila cephalophora,FALSE,1,147405,FALSE,,1
Aegiphila elata,Aegiphila elata,aegiphila elata,Aegiphila elata,FALSE,1,774008,FALSE,,1
Aiouea montana,Aiouea montana,aiouea montana,Aiouea montana,FALSE,1,161940,FALSE,,1
Alchornea costaricensis,Alchornea costaricensis,alchornea costaricensis,Alchornea costaricensis,FALSE,1,592843,FALSE,,1
Alibertia edulis,Alibertia edulis,alibertia edulis,Alibertia edulis,FALSE,1,952905,FALSE,,1
Allophylus psilospermus,Allophylus psilospermus,allophylus psilospermus,Allophylus psilospermus,FALSE,1,446580,FALSE,,2
Alseis blackiana,Alseis blackiana,alseis blackiana,Alseis blackiana,FALSE,1,411327,FALSE,,1
Amaioua corymbosa,Amaioua glomerulata,amaioua corymbosa,Amaioua glomerulata,FALSE,1,134431,TRUE,,1
Amphilophium crucigerum,Amphilophium crucigerum,amphilophium crucigerum,Amphilophium crucigerum,FALSE,1,383730,FALSE,,1
Amphilophium paniculatum,Amphilophium paniculatum,amphilophium paniculatum,Amphilophium paniculatum,FALSE,1,270953,FALSE,,1
Anacardium excelsum,Anacardium excelsum,anacardium excelsum,Anacardium excelsum,FALSE,1,976143,FALSE,,1
Andira inermis,Andira inermis,andira inermis,Andira inermis,FALSE,1,284150,FALSE,,1
Annona acuminata,Annona acuminata,annona acuminata,Annona acuminata,FALSE,1,446576,FALSE,,1
Annona hayesii,Annona hayesii,annona hayesii,Annona hayesii,FALSE,1,3868525,FALSE,,1
Annona spraguei,Annona spraguei,annona spraguei,Annona spraguei,FALSE,1,446574,FALSE,,1
Anthodon panamense,Anthodon panamense,anthodon panamense,Anthodon panamense,FALSE,1,5750110,FALSE,,1
Apeiba membranacea,Apeiba membranacea,apeiba membranacea,Apeiba membranacea,FALSE,1,446596,FALSE,,1
Apeiba tibourbou,Apeiba tibourbou,apeiba tibourbou,Apeiba tibourbou,FALSE,1,1010139,FALSE,,1
Ardisia bartletii,Ardisia bartlettii,ardisia bartletii,Ardisia bartlettii,TRUE,0.944444418,446594,FALSE,sibling_higher,3
Ardisia standleyana,Ardisia standleyana,ardisia standleyana,Ardisia standleyana,FALSE,1,781940,FALSE,sibling_higher,1
Aristolochia tonduzii,Aristolochia tonduzii,aristolochia tonduzii,Aristolochia tonduzii,FALSE,1,632538,FALSE,,1
Aspidosperma spruceanum,Aspidosperma spruceanum,aspidosperma spruceanum,Aspidosperma spruceanum,FALSE,1,1022998,FALSE,,1
Astronium graveolens,Astronium graveolens,astronium graveolens,Astronium graveolens,FALSE,1,951277,FALSE,sibling_higher,1
Astrocaryum standleyanum,Astrocaryum standleyanum,astrocaryum standleyanum,Astrocaryum standleyanum,FALSE,1,731869,FALSE,,1
Attalea butyracea,Attalea butyracea,attalea butyracea,Attalea butyracea,FALSE,1,421423,FALSE,,1
Bactris coloradonis,Bactris coloradonis,bactris coloradonis,Bactris coloradonis,FALSE,1,1089794,FALSE,,1
Bactris major,Bactris major,bactris major,Bactris major,FALSE,1,563344,FALSE,,1
Beilschmiedia pendula,Beilschmiedia pendula,beilschmiedia pendula,Beilschmiedia pendula,FALSE,1,716861,FALSE,,1
Bignonia aequinoctialis,Bignonia aequinoctialis,bignonia aequinoctialis,Bignonia aequinoctialis,FALSE,1,493311,FALSE,,1
Bignonia corymbosa,Bignonia corymbosa,bignonia corymbosa,Bignonia corymbosa,FALSE,1,549241,FALSE,,1
Brosimum alicastrum,Brosimum alicastrum,brosimum alicastrum,Brosimum alicastrum,FALSE,1,923984,FALSE,,1
Bronwenia cornifolia,Bronwenia cornifolia,bronwenia cornifolia,Bronwenia cornifolia,FALSE,1,860876,FALSE,,1
Brosimum utile,Brosimum utile,brosimum utile,Brosimum utile,FALSE,1,892930,FALSE,,1
Callichlamys latifolia,Callichlamys latifolia,callichlamys latifolia,Callichlamys latifolia,FALSE,1,370342,FALSE,,1
Calophyllum longifolium,Calophyllum longifolium,calophyllum longifolium,Calophyllum longifolium,FALSE,1,294885,FALSE,,2
Casearia aculeata,Casearia aculeata,casearia aculeata,Casearia aculeata,FALSE,1,59986,FALSE,,1
Casearia arborea,Casearia arborea,casearia arborea,Casearia arborea,FALSE,1,1022984,FALSE,,1
Cassipourea elliptica,Cassipourea elliptica,cassipourea elliptica,Cassipourea elliptica,FALSE,1,242197,FALSE,,2
Casearia guianensis,Casearia guianensis,casearia guianensis,Casearia guianensis,FALSE,1,1022987,FALSE,,1
Casearia laetioides,Casearia commersoniana,casearia laetioides,Casearia commersoniana,FALSE,1,503956,TRUE,,2
Cavanillesia platanifolia,Cavanillesia platanifolia,cavanillesia platanifolia,Cavanillesia platanifolia,FALSE,1,187570,FALSE,,1
Cecropia obtusifolia,Cecropia obtusifolia,cecropia obtusifolia,Cecropia obtusifolia,FALSE,1,842755,FALSE,,1
Cedrela odorata,Cedrela odorata,cedrela odorata,Cedrela odorata,FALSE,1,481677,FALSE,,2
Celtis iguanaea,Celtis iguanaea,celtis iguanaea,Celtis iguanaea,FALSE,1,893812,FALSE,,1
Cespedesia spathulata,Cespedesia spathulata,cespedesia spathulata,Cespedesia spathulata,FALSE,1,162676,FALSE,,1
Chondrodendron tomentosum,Chondrodendron tomentosum,chondrodendron tomentosum,Chondrodendron tomentosum,FALSE,1,124716,FALSE,sibling_higher,1
Chrysophyllum argenteum,Chrysophyllum argenteum,chrysophyllum argenteum,Chrysophyllum argenteum,FALSE,1,163428,FALSE,sibling_higher,1
Chrysophyllum cainito,Chrysophyllum cainito,chrysophyllum cainito,Chrysophyllum cainito,FALSE,1,329806,FALSE,sibling_higher,1
Chrysochlamys eclipes,Chrysochlamys eclipes,chrysochlamys eclipes,Chrysochlamys eclipes,FALSE,1,726405,FALSE,,1
Clitoria javitensis,Clitoria javitensis,clitoria javitensis,Clitoria javitensis,FALSE,1,3921108,FALSE,,2
Cnestidium rufescens,Cnestidium rufescens,cnestidium rufescens,Cnestidium rufescens,FALSE,1,5748984,FALSE,,1
Coccoloba coronata,Coccoloba coronata,coccoloba coronata,Coccoloba coronata,FALSE,1,497090,FALSE,,1
Coccoloba manzinellensis,Coccoloba manzinellensis,coccoloba manzinellensis,Coccoloba manzinellensis,FALSE,1,497088,FALSE,,1
Combretum decandrum,Combretum decandrum,combretum decandrum,Combretum decandrum,FALSE,1,6119819,FALSE,,3
Combretum laxum,Combretum laxum,combretum laxum,Combretum laxum,FALSE,1,5747512,FALSE,,4
Connarus panamensis,Connarus panamensis,connarus panamensis,Connarus panamensis,FALSE,1,5748959,FALSE,,2
Connarus turczaninowii,Connarus turczaninowii,connarus turczaninowii,Connarus turczaninowii,FALSE,1,5748958,FALSE,,1
Cordia alliodora,Cordia alliodora,cordia alliodora,Cordia alliodora,FALSE,1,638295,FALSE,,1
Cordia bicolor,Cordia bicolor,cordia bicolor,Cordia bicolor,FALSE,1,234173,FALSE,,1
Cordia lasiocalyx,Cordia lasiocalyx,cordia lasiocalyx,Cordia lasiocalyx,FALSE,1,497082,FALSE,,1
Coussarea curvigemma,Coussarea curvigemma,coussarea curvigemma,Coussarea curvigemma,FALSE,1,3871015,FALSE,,1
Cupania latifolia,Cupania latifolia,cupania latifolia,Cupania latifolia,FALSE,1,497074,FALSE,,1
Cupania rufescens,Cupania rufescens,cupania rufescens,Cupania rufescens,FALSE,1,497072,FALSE,,1
Cupania seemannii,Cupania seemannii,cupania seemannii,Cupania seemannii,FALSE,1,1073374,FALSE,,1
Damburneya purpurea,Damburneya purpurea,damburneya purpurea,Damburneya purpurea,FALSE,1,24809,FALSE,,1
Davilla nitida,Davilla nitida,davilla nitida,Davilla nitida,FALSE,1,151298,FALSE,,1
Dendropanax arboreus,Dendropanax arboreus,dendropanax arboreus,Dendropanax arboreus,FALSE,1,11196,FALSE,,1
Desmoncus orthacanthos,Desmoncus orthacanthos,desmoncus orthacanthos,Desmoncus orthacanthos,FALSE,1,947237,FALSE,,1
Desmopsis panamensis,Desmopsis panamensis,desmopsis panamensis,Desmopsis panamensis,FALSE,1,1073376,FALSE,,1
Dialium guianense,Dialium guianense,dialium guianense,Dialium guianense,FALSE,1,799964,FALSE,,2
