species,name_cleaned,search_string,unique_name,approximate_match,score,ott_id,is_synonym,flags,number_matches
Vitis aestivalis,Vitis aestivalis,vitis aestivalis,Vitis aestivalis,FALSE,1,329911,FALSE,,2
Alphitonia excelsa,Alphitonia excelsa,alphitonia excelsa,Alphitonia excelsa,FALSE,1,765508,FALSE,incertae_sedis_inherited,1
Palaquium luzoniense,Palaquium luzoniense,palaquium luzoniense,Palaquium luzoniense,FALSE,1,3901195,FALSE,,1
Parashorea malaanonan,Parashorea malaanonan,parashorea malaanonan,Parashorea malaanonan,FALSE,1,5762094,FALSE,,1
Shorea almon,Shorea almon,shorea almon,Shorea almon,FALSE,1,1066661,FALSE,,1
Shorea polysperma,Shorea polysperma,shorea polysperma,Shorea polysperma,FALSE,1,6114921,FALSE,,1
Fagus crenata,Fagus crenata,fagus crenata,Fagus crenata,FALSE,1,288140,FALSE,,1
Fagus japonica,Fagus japonica,fagus japonica,Fagus japonica,FALSE,1,485001,FALSE,,1
Quercus mongolica,Quercus mongolica,quercus mongolica,Quercus mongolica,FALSE,1,429751,FALSE,,1
Allium ursinum,Allium ursinum,allium ursinum,Allium ursinum,FALSE,1,748364,FALSE,,1
Sclerocarya birrea,Sclerocarya birrea,sclerocarya birrea,Sclerocarya birrea,FALSE,1,456294,FALSE,,1
Phillyrea latifolia,Phillyrea latifolia,phillyrea latifolia,Phillyrea latifolia,FALSE,1,558232,FALSE,,1
Quercus acutissima,Quercus acutissima,quercus acutissima,Quercus acutissima,FALSE,1,272706,FALSE,,1
Empetrum nigrum,Empetrum nigrum,empetrum nigrum,Empetrum nigrum,FALSE,1,760250,FALSE,,1
Quercus acuta,Quercus acuta,quercus acuta,Quercus acuta,FALSE,1,806243,FALSE,,4
Quercus salicina,Quercus salicina,quercus salicina,Quercus salicina,FALSE,1,429778,FALSE,,1
Quercus sessilifolia,Quercus sessilifolia,quercus sessilifolia,Quercus sessilifolia,FALSE,1,429756,FALSE,,1
Acer palmatum,Acer palmatum,acer palmatum,Acer palmatum,FALSE,1,506130,FALSE,,2
Acer pictum,Acer pictum,acer pictum,Acer pictum,FALSE,1,406133,FALSE,,2
Carpinus cordata,Carpinus cordata,carpinus cordata,Carpinus cordata,FALSE,1,799877,FALSE,,1
Carpinus japonica,Carpinus japonica,carpinus japonica,Carpinus japonica,FALSE,1,864523,FALSE,,1
Carpinus tschonoskii,Carpinus tschonoskii,carpinus tschonoskii,Carpinus tschonoskii,FALSE,1,951426,FALSE,,1
Castanea crenata,Castanea crenata,castanea crenata,Castanea crenata,FALSE,1,429760,FALSE,,1
Styrax obassia,Styrax obassis,styrax obassia,Styrax obassis,FALSE,1,521318,TRUE,,1
Quercus floribunda,Quercus floribunda,quercus floribunda,Quercus floribunda,FALSE,1,63431,FALSE,,1
Acacia mellifera,Senegalia mellifera,acacia mellifera,Senegalia mellifera,FALSE,1,891260,TRUE,,1
Pinus pinaster,Pinus pinaster,pinus pinaster,Pinus pinaster,FALSE,1,837883,FALSE,,1
Fraxinus pennsylvanica,Fraxinus pennsylvanica,fraxinus pennsylvanica,Fraxinus pennsylvanica,FALSE,1,846451,FALSE,,1
Lagerstroemia speciosa,Lagerstroemia speciosa,lagerstroemia speciosa,Lagerstroemia speciosa,FALSE,1,838580,FALSE,,2
Pinus monophylla,Pinus monophylla,pinus monophylla,Pinus monophylla,FALSE,1,225275,FALSE,,1
Cryptomeria japonica,Cryptomeria japonica,cryptomeria japonica,Cryptomeria japonica,FALSE,1,620749,FALSE,,1
Abies amabilis,Abies amabilis,abies amabilis,Abies amabilis,FALSE,1,876303,FALSE,,1
Cupressus nootkatensis,Callitropsis nootkatensis,cupressus nootkatensis,Callitropsis nootkatensis,FALSE,1,603160,TRUE,,1
Thuja plicata,Thuja plicata,thuja plicata,Thuja plicata,FALSE,1,463725,FALSE,,1
Tsuga heterophylla,Tsuga heterophylla,tsuga heterophylla,Tsuga heterophylla,FALSE,1,1095217,FALSE,,1
Tsuga mertensiana,Tsuga mertensiana,tsuga mertensiana,Tsuga mertensiana,FALSE,1,608489,FALSE,,1
Allophylus cobbe,Allophylus cobbe,allophylus cobbe,Allophylus cobbe,FALSE,1,956619,FALSE,,1
Artocarpus elasticus,Artocarpus elasticus,artocarpus elasticus,Artocarpus elasticus,FALSE,1,513376,FALSE,,1
Callerya atropurpurea,Callerya atropurpurea,callerya atropurpurea,Callerya atropurpurea,FALSE,1,665539,FALSE,,1
Canarium denticulatum,Canarium denticulatum,canarium denticulatum,Canarium denticulatum,FALSE,1,6124448,FALSE,,1
Dialium platysepalum,Dialium platysepalum,dialium platysepalum,Dialium platysepalum,FALSE,1,3916894,FALSE,,1
Dillenia excelsa,Dillenia excelsa,dillenia excelsa,Dillenia excelsa,FALSE,1,5729462,FALSE,,1
Garcinia brevirostris,Garcinia eugeniifolia,garcinia brevirostris,Garcinia eugeniifolia,FALSE,1,729736,TRUE,,1
Garcinia celebica,Garcinia celebica,garcinia celebica,Garcinia celebica,FALSE,1,729746,FALSE,,2
Gironniera nervosa,Gironniera nervosa,gironniera nervosa,Gironniera nervosa,FALSE,1,5922201,FALSE,,1
Palaquium hispidum,Palaquium hispidum,palaquium hispidum,Palaquium hispidum,FALSE,1,3901220,FALSE,,1
Parkia speciosa,Parkia speciosa,parkia speciosa,Parkia speciosa,FALSE,1,788555,FALSE,,1
Ziziphus angustifolia,Ziziphus angustifolia,ziziphus angustifolia,Ziziphus angustifolia,FALSE,1,727557,FALSE,,1
Pinus ponderosa,Pinus ponderosa,pinus ponderosa,Pinus ponderosa,FALSE,1,736900,FALSE,,1
Prunus armeniaca,Prunus armeniaca,prunus armeniaca,Prunus armeniaca,FALSE,1,217632,FALSE,sibling_higher,2
Pinus nigra,Pinus nigra,pinus nigra,Pinus nigra,FALSE,1,61776,FALSE,,2
Gaultheria shallon,Gaultheria shallon,gaultheria shallon,Gaultheria shallon,FALSE,1,458658,FALSE,,1
Quercus petraea,Quercus petraea,quercus petraea,Quercus petraea,FALSE,1,516540,FALSE,,1
Pinus resinosa,Pinus resinosa,pinus resinosa,Pinus resinosa,FALSE,1,81207,FALSE,,2
Pinus edulis,Pinus edulis,pinus edulis,Pinus edulis,FALSE,1,568629,FALSE,,1
Fagus grandifolia,Fagus grandifolia,fagus grandifolia,Fagus grandifolia,FALSE,1,422459,FALSE,,1
Juniperus thurifera,Juniperus thurifera,juniperus thurifera,Juniperus thurifera,FALSE,1,340326,FALSE,,1
Quercus canariensis,Quercus canariensis,quercus canariensis,Quercus canariensis,FALSE,1,624758,FALSE,,1
Pinus albicaulis,Pinus albicaulis,pinus albicaulis,Pinus albicaulis,FALSE,1,786785,FALSE,,1
Coula edulis,Coula edulis,coula edulis,Coula edulis,FALSE,1,65370,FALSE,,1
Quercus chapmanii,Quercus chapmanii,quercus chapmanii,Quercus chapmanii,FALSE,1,695025,FALSE,,1
Quercus geminata,Quercus geminata,quercus geminata,Quercus geminata,FALSE,1,403395,FALSE,,2
Quercus laevis,Quercus laevis,quercus laevis,Quercus laevis,FALSE,1,826983,FALSE,,1
Quercus myrtifolia,Quercus myrtifolia,quercus myrtifolia,Quercus myrtifolia,FALSE,1,691462,FALSE,,1
Sabal etonia,Sabal etonia,sabal etonia,Sabal etonia,FALSE,1,474786,FALSE,,1
Serenoa repens,Serenoa repens,serenoa repens,Serenoa repens,FALSE,1,71637,FALSE,incertae_sedis_inherited,1
Aextoxicon punctatum,Aextoxicon punctatum,aextoxicon punctatum,Aextoxicon punctatum,FALSE,1,1062012,FALSE,,1
Gevuina avellana,Gevuina avellana,gevuina avellana,Gevuina avellana,FALSE,1,602843,FALSE,,1
Laureliopsis philippiana,Laureliopsis philippiana,laureliopsis philippiana,Laureliopsis philippiana,FALSE,1,788086,FALSE,,1
Nothofagus obliqua,Lophozonia obliqua,nothofagus obliqua,Lophozonia obliqua,FALSE,1,237411,TRUE,,1
Podocarpus salignus,Podocarpus salignus,podocarpus salignus,Podocarpus salignus,FALSE,1,159528,FALSE,,1
Lithocarpus edulis,Lithocarpus edulis,lithocarpus edulis,Lithocarpus edulis,FALSE,1,806231,FALSE,sibling_higher,1
Pinus pumila,Pinus pumila,pinus pumila,Pinus pumila,FALSE,1,837867,FALSE,,1
Adansonia digitata,Adansonia digitata,adansonia digitata,Adansonia digitata,FALSE,1,659136,FALSE,,1
Allium tricoccum,Allium tricoccum,allium tricoccum,Allium tricoccum,FALSE,1,989426,FALSE,,1
Pinus koraiensis,Pinus koraiensis,pinus koraiensis,Pinus koraiensis,FALSE,1,830806,FALSE,,1
Festuca gracillima,Festuca gracillima,festuca gracillima,Festuca gracillima,FALSE,1,3950077,FALSE,sibling_higher,2
Betula maximowicziana,Betula maximowicziana,betula maximowicziana,Betula maximowicziana,FALSE,1,554287,FALSE,,1
Quercus germana,Quercus germana,quercus germana,Quercus germana,FALSE,1,3930524,FALSE,,1
Quercus xalapensis,Quercus xalapensis,quercus xalapensis,Quercus xalapensis,FALSE,1,390801,FALSE,,1
Aristida mendocina,Aristida mendocina,aristida mendocina,Aristida mendocina,FALSE,1,1025032,FALSE,,1
Digitaria californica,Digitaria californica,digitaria californica,Digitaria californica,FALSE,1,264827,FALSE,,1
Setaria leucopila,Setaria leucopila,setaria leucopila,Setaria leucopila,FALSE,1,679127,FALSE,,1
Sporobolus cryptandrus,Sporobolus cryptandrus,sporobolus cryptandrus,Sporobolus cryptandrus,FALSE,1,1062982,FALSE,,1
Trichloris crinita,Leptochloa crinita,trichloris crinita,Leptochloa crinita,FALSE,1,439614,TRUE,,1
Picea abies,Picea abies,picea abies,Picea abies,FALSE,1,517943,FALSE,,2
Melaleuca quinquenervia,Melaleuca quinquenervia,melaleuca quinquenervia,Melaleuca quinquenervia,FALSE,1,457009,FALSE,,1
Virola surinamensis,Virola surinamensis,virola surinamensis,Virola surinamensis,FALSE,1,953839,FALSE,,1
Enterolobium cyclocarpum,Enterolobium cyclocarpum,enterolobium cyclocarpum,Enterolobium cyclocarpum,FALSE,1,677322,FALSE,,1
Peltogyne purpurea,Peltogyne purpurea,peltogyne purpurea,Peltogyne purpurea,FALSE,1,3917333,FALSE,,1
Araucaria araucana,Araucaria araucana,araucaria araucana,Araucaria araucana,FALSE,1,963047,FALSE,,1
Chionochloa rubra,Chionochloa rubra,chionochloa rubra,Chionochloa rubra,FALSE,1,205744,FALSE,,1
Distylium racemosum,Distylium racemosum,distylium racemosum,Distylium racemosum,FALSE,1,615343,FALSE,,1
Machilus thunbergii,Machilus thunbergii,machilus thunbergii,Machilus thunbergii,FALSE,1,245023,FALSE,,2
Quercus coccinea,Quercus coccinea,quercus coccinea,Quercus coccinea,FALSE,1,494536,FALSE,,1
Pinus strobus,Pinus strobus,pinus strobus,Pinus strobus,FALSE,1,568616,FALSE,,2
Stipa tenacissima,Macrochloa tenacissima,stipa tenacissima,Macrochloa tenacissima,FALSE,1,310453,TRUE,,1
Abies balsamea,Abies balsamea,abies balsamea,Abies balsamea,FALSE,1,883527,FALSE,,1
Betula pendula,Betula pendula,betula pendula,Betula pendula,FALSE,1,267719,FALSE,,1
Picea jezoensis,Picea jezoensis,picea jezoensis,Picea jezoensis,FALSE,1,340875,FALSE,,1
Araucaria angustifolia,Araucaria angustifolia,araucaria angustifolia,Araucaria angustifolia,FALSE,1,1020072,FALSE,,1
Quercus wutaishanica,Quercus wutaishanica,quercus wutaishanica,Quercus wutaishanica,FALSE,1,926284,FALSE,,1
Picea mariana,Picea mariana,picea mariana,Picea mariana,FALSE,1,363879,FALSE,,1
Swietenia macrophylla,Swietenia macrophylla,swietenia macrophylla,Swietenia macrophylla,FALSE,1,512185,FALSE,,1
Nothofagus antarctica,Nothofagus antarctica,nothofagus antarctica,Nothofagus antarctica,FALSE,1,774706,FALSE,,1
Copaifera oblongifolia,Copaifera oblongifolia,copaifera oblongifolia,Copaifera oblongifolia,FALSE,1,587584,FALSE,,1
Quercus nigra,Quercus nigra,quercus nigra,Quercus nigra,FALSE,1,691458,FALSE,,2
Quercus palustris,Quercus palustris,quercus palustris,Quercus palustris,FALSE,1,538292,FALSE,,2
Quercus texana,Quercus texana,quercus texana,Quercus texana,FALSE,1,7056149,FALSE,,2
Quercus phellos,Quercus phellos,quercus phellos,Quercus phellos,FALSE,1,3930710,FALSE,,1
Abies lasiocarpa,Abies lasiocarpa,abies lasiocarpa,Abies lasiocarpa,FALSE,1,85998,FALSE,,2
Zamia pumila,Zamia pumila,zamia pumila,Zamia pumila,FALSE,1,616613,FALSE,,2
Frasera speciosa,Frasera speciosa,frasera speciosa,Frasera speciosa,FALSE,1,211469,FALSE,,1
Nothofagus fusca,Fuscospora fusca,nothofagus fusca,Fuscospora fusca,FALSE,1,316856,TRUE,,1
Dactylis glomerata,Dactylis glomerata,dactylis glomerata,Dactylis glomerata,FALSE,1,83469,FALSE,,1
Betula spp.,Betula spp.,betula,Betula,FALSE,1,267715,FALSE,,1
Abies spp.,Abies spp.,abies,Abies,FALSE,1,994065,FALSE,,1
Pinus spp.,Pinus spp.,pinus,Pinus,FALSE,1,771683,FALSE,,1
Byrsonima arthropoda,Byrsonima arthropoda,byrsonima arthropoda,Byrsonima arthropoda,FALSE,1,6101958,FALSE,,1
Erythroxylum macrophyllum,Erythroxylum macrophyllum,erythroxylum macrophyllum,Erythroxylum macrophyllum,FALSE,1,1073366,FALSE,,2
Iriartea deltoidea,Iriartea deltoidea,iriartea deltoidea,Iriartea deltoidea,FALSE,1,45711,FALSE,,1
Iryanthera hostmannii,Iryanthera hostmannii,iryanthera hostmannii,Iryanthera hostmannii,FALSE,1,377626,FALSE,,1
Micrandra spruceana,Micrandra spruceana,micrandra spruceana,Micrandra spruceana,FALSE,1,30321,FALSE,,1
Pourouma guianensis,Pourouma guianensis,pourouma guianensis,Pourouma guianensis,FALSE,1,5749454,FALSE,,1
Virola duckei,Virola duckei,virola duckei,Virola duckei,FALSE,1,6028636,FALSE,,1
Ulmus laevis,Ulmus laevis,ulmus laevis,Ulmus laevis,FALSE,1,382920,FALSE,,1
Quercus semecarpifolia,Quercus semecarpifolia,quercus semecarpifolia,Quercus semecarpifolia,FALSE,1,366236,FALSE,,1
Carya spp.,Carya spp.,carya,Carya,FALSE,1,899021,FALSE,,1
Quercus aliena,Quercus aliena,quercus aliena,Quercus aliena,FALSE,1,429770,FALSE,,1
Abies forrestii,Abies forrestii,abies forrestii,Abies forrestii,FALSE,1,200121,FALSE,,1
Acer barbinerve,Acer barbinerve,acer barbinerve,Acer barbinerve,FALSE,1,190371,FALSE,,1
Acer mandshuricum,Acer mandshuricum,acer mandshuricum,Acer mandshuricum,FALSE,1,636265,FALSE,,1
Acer pseudosieboldianum,Acer pseudosieboldianum,acer pseudosieboldianum,Acer pseudosieboldianum,FALSE,1,814697,FALSE,,1
Acer tataricum,Acer tataricum,acer tataricum,Acer tataricum,FALSE,1,403777,FALSE,,1
Acer tegmentosum,Acer tegmentosum,acer tegmentosum,Acer tegmentosum,FALSE,1,403786,FALSE,,1
Acer triflorum,Acer triflorum,acer triflorum,Acer triflorum,FALSE,1,456199,FALSE,,1
Betula platyphylla,Betula platyphylla,betula platyphylla,Betula platyphylla,FALSE,1,731671,FALSE,,1
Corylus sieboldiana,Corylus sieboldiana,corylus sieboldiana,Corylus sieboldiana,FALSE,1,82543,FALSE,,1
Fraxinus mandshurica,Fraxinus mandshurica,fraxinus mandshurica,Fraxinus mandshurica,FALSE,1,272095,FALSE,,1
Maackia amurensis,Maackia amurensis,maackia amurensis,Maackia amurensis,FALSE,1,49914,FALSE,,1
Malus baccata,Malus baccata,malus baccata,Malus baccata,FALSE,1,371175,FALSE,,1
Populus koreana,Populus koreana,populus koreana,Populus koreana,FALSE,1,148793,FALSE,,1
Populus suaveolens,Populus suaveolens,populus suaveolens,Populus suaveolens,FALSE,1,951072,FALSE,,1
Syringa reticulata,Syringa reticulata,syringa reticulata,Syringa reticulata,FALSE,1,663556,FALSE,,1
Tilia amurensis,Tilia amurensis,tilia amurensis,Tilia amurensis,FALSE,1,5762463,FALSE,,1
Tilia mandshurica,Tilia mandshurica,tilia mandshurica,Tilia mandshurica,FALSE,1,790022,FALSE,,1
Ulmus davidiana,Ulmus davidiana,ulmus davidiana,Ulmus davidiana,FALSE,1,4729838,FALSE,,1
Trillium catesbaei,Trillium catesbaei,trillium catesbaei,Trillium catesbaei,FALSE,1,950246,FALSE,,1
Castanea mollissima,Castanea mollissima,castanea mollissima,Castanea mollissima,FALSE,1,540978,FALSE,,1
Camellia oleifera,Camellia oleifera,camellia oleifera,Camellia oleifera,FALSE,1,140993,FALSE,,1
Pinus cembra,Pinus cembra,pinus cembra,Pinus cembra,FALSE,1,61771,FALSE,,1
Dicymbe altsonii,Dicymbe altsonii,dicymbe altsonii,Dicymbe altsonii,FALSE,1,804308,FALSE,,1
Dicymbe corymbosa,Dicymbe corymbosa,dicymbe corymbosa,Dicymbe corymbosa,FALSE,1,451146,FALSE,,1
Zamia skinneri,Zamia skinneri,zamia skinneri,Zamia skinneri,FALSE,1,599523,FALSE,,1
Xylopia aromatica,Xylopia aromatica,xylopia aromatica,Xylopia aromatica,FALSE,1,3867945,FALSE,,1
Abies cephalonica,Abies cephalonica,abies cephalonica,Abies cephalonica,FALSE,1,702202,FALSE,,1
Betula pubescens,Betula pubescens,betula pubescens,Betula pubescens,FALSE,1,456846,FALSE,,1
Dacrydium cupressinum,Dacrydium cupressinum,dacrydium cupressinum,Dacrydium cupressinum (species in kingdom Archaeplastida),FALSE,1,207233,FALSE,,1
Allophylus abyssinicus,Allophylus abyssinicus,allophylus abyssinicus,Allophylus abyssinicus,FALSE,1,6126730,FALSE,,1
Chrysophyllum albidum,Chrysophyllum albidum,chrysophyllum albidum,Chrysophyllum albidum,FALSE,1,3901085,FALSE,sibling_higher,1
Croton macrostachyus,Croton macrostachyus,croton macrostachyus,Croton macrostachyus,FALSE,1,3913383,FALSE,,1
Dombeya torrida,Dombeya torrida,dombeya torrida,Dombeya torrida,FALSE,1,3942815,FALSE,sibling_higher,1
Drypetes gerrardii,Drypetes gerrardii,drypetes gerrardii,Drypetes gerrardii,FALSE,1,549426,FALSE,,1
Macaranga kilimandscharica,Macaranga kilimandscharica,macaranga kilimandscharica,Macaranga kilimandscharica,FALSE,1,3911150,FALSE,,1
Maesa lanceolata,Maesa lanceolata,maesa lanceolata,Maesa lanceolata,FALSE,1,607844,FALSE,,2
Neoboutonia macrocalyx,Neoboutonia macrocalyx,neoboutonia macrocalyx,Neoboutonia macrocalyx,FALSE,1,3913247,FALSE,,1
Olea capensis,Olea capensis,olea capensis,Olea capensis,FALSE,1,558209,FALSE,,1
Olinia rochetiana,Olinia rochetiana,olinia rochetiana,Olinia rochetiana,FALSE,1,5747160,FALSE,,1
Podocarpus latifolius,Podocarpus latifolius,podocarpus latifolius,Podocarpus latifolius,FALSE,1,930,FALSE,,2
Prunus africana,Prunus africana,prunus africana,Prunus africana,FALSE,1,331944,FALSE,sibling_higher,1
Psychotria mahonii,Psychotria mahonii,psychotria mahonii,Psychotria mahonii,FALSE,1,1033194,FALSE,,1
Strombosia scheffleri,Strombosia scheffleri,strombosia scheffleri,Strombosia scheffleri,FALSE,1,300006,FALSE,,1
Syzygium cordatum,Syzygium cordatum,syzygium cordatum,Syzygium cordatum,FALSE,1,106468,FALSE,,1
Syzygium guineense,Syzygium guineense,syzygium guineense,Syzygium guineense,FALSE,1,731937,FALSE,,1
Tabernaemontana pachysiphon,Tabernaemontana pachysiphon,tabernaemontana pachysiphon,Tabernaemontana pachysiphon,FALSE,1,94846,FALSE,,1
Vepris nobilis,Vepris nobilis,vepris nobilis,Vepris nobilis,FALSE,1,5747655,FALSE,,1
Xymalos monospora,Xymalos monospora,xymalos monospora,Xymalos monospora,FALSE,1,781453,FALSE,,1
Acacia tenuifolia,Acacia aculeatissima,acacia tenuifolia,Acacia aculeatissima,FALSE,1,3918297,TRUE,,2
Bauhinia guianensis,Phanera guianensis,bauhinia guianensis,Phanera guianensis,FALSE,1,974330,TRUE,,1
Bombacaceae spp.,Malvaceae,bombacaceae,Malvaceae,FALSE,1,279960,TRUE,,1
Coccoloba excelsa,Coccoloba excelsa,coccoloba excelsa,Coccoloba excelsa,FALSE,1,5729175,FALSE,,1
Cordia fulva,Cordia fulva,cordia fulva,Cordia fulva,FALSE,1,6063327,FALSE,,1
Couratari multiflora,Couratari multiflora,couratari multiflora,Couratari multiflora,FALSE,1,725137,FALSE,,1
Diplotropis purpurea,Diplotropis purpurea,diplotropis purpurea,Diplotropis purpurea,FALSE,1,323861,FALSE,,1
Eperua falcata,Eperua falcata,eperua falcata,Eperua falcata,FALSE,1,230415,FALSE,,2
Eschweilera sagotiana,Eschweilera sagotiana,eschweilera sagotiana,Eschweilera sagotiana,FALSE,1,233055,FALSE,,1
Forsteronia guyanensis,Forsteronia guyanensis,forsteronia guyanensis,Forsteronia guyanensis,FALSE,1,818907,FALSE,,1
Fridericia chica,Fridericia chica,fridericia chica,Fridericia chica,FALSE,1,794390,FALSE,,1
Gouania blanchetiana,Gouania blanchetiana,gouania blanchetiana,Gouania blanchetiana,FALSE,1,6108953,FALSE,,1
Hippocratea volubilis,Hippocratea volubilis,hippocratea volubilis,Hippocratea volubilis,FALSE,1,232493,FALSE,,1
Hymenolobium pulcherrimum,Hymenolobium pulcherrimum,hymenolobium pulcherrimum,Hymenolobium pulcherrimum,FALSE,1,6095847,FALSE,,1
Licania majuscula,Licania majuscula,licania majuscula,Licania majuscula,FALSE,1,452745,FALSE,,1
Licania membranacea,Licania membranacea,licania membranacea,Licania membranacea,FALSE,1,527079,FALSE,,1
Machaerium microphyllum,Machaerium isadelphum,machaerium microphyllum,Machaerium isadelphum,FALSE,1,3926981,TRUE,,1
Manilkara huberi,Manilkara huberi,manilkara huberi,Manilkara huberi,FALSE,1,876730,FALSE,,1
Mendoncia hoffmannseggiana,Mendoncia hoffmannseggiana,mendoncia hoffmannseggiana,Mendoncia hoffmannseggiana,FALSE,1,5793256,FALSE,,1
Micropholis guyanensis,Micropholis guyanensis,micropholis guyanensis,Micropholis guyanensis,FALSE,1,81562,FALSE,,1
Mimosa guilandinae,Mimosa guilandinae,mimosa guilandinae,Mimosa guilandinae,FALSE,1,436534,FALSE,,1
Neea floribunda,Neea floribunda,neea floribunda,Neea floribunda,FALSE,1,827289,FALSE,,1
Ocotea floribunda,Ocotea floribunda,ocotea floribunda,Ocotea floribunda,FALSE,1,536292,FALSE,,1
Pourouma melinonii,Pourouma melinonii,pourouma melinonii,Pourouma melinonii,FALSE,1,145026,FALSE,,1
Protium sagotianum,Protium sagotianum,protium sagotianum,Protium sagotianum,FALSE,1,266959,FALSE,,1
Pseudopiptadenia suaveolens,Pseudopiptadenia suaveolens,pseudopiptadenia suaveolens,Pseudopiptadenia suaveolens,FALSE,1,386242,FALSE,,2
Quararibea duckei,Quararibea duckei,quararibea duckei,Quararibea duckei,FALSE,1,1008646,FALSE,,1
Qualea rosea,Qualea rosea,qualea rosea,Qualea rosea,FALSE,1,1008648,FALSE,,1
Rhodostemonodaphne kunthiana,Rhodostemonodaphne kunthiana,rhodostemonodaphne kunthiana,Rhodostemonodaphne kunthiana,FALSE,1,134284,FALSE,,1
Rourea frutescens,Rourea frutescens,rourea frutescens,Rourea frutescens,FALSE,1,6106616,FALSE,,1
Serjania paucidentata,Serjania paucidentata,serjania paucidentata,Serjania paucidentata,FALSE,1,5747903,FALSE,,2
Stenostomum acreanum,Stenostomum acreanum,stenostomum acreanum,Stenostomum acreanum,FALSE,1,155313,FALSE,,1
Sterculia pruriens,Sterculia pruriens,sterculia pruriens,Sterculia pruriens,FALSE,1,482449,FALSE,,1
Stigmaphyllon sinuatum,Stigmaphyllon sinuatum,stigmaphyllon sinuatum,Stigmaphyllon sinuatum,FALSE,1,5750443,FALSE,,1
Strychnos erichsonii,Strychnos erichsonii,strychnos erichsonii,Strychnos erichsonii,FALSE,1,482445,FALSE,,1
Terminalia guyanensis,Terminalia guyanensis,terminalia guyanensis,Terminalia guyanensis,FALSE,1,482460,FALSE,,1
Tetragastris altissima,Tetragastris altissima,tetragastris altissima,Tetragastris altissima,FALSE,1,442600,FALSE,,1
Unonopsis stipitata,Unonopsis stipitata,unonopsis stipitata,Unonopsis stipitata,FALSE,1,76998,FALSE,,1
Virola michelii,Virola michelii,virola michelii,Virola michelii,FALSE,1,377616,FALSE,,1
Vochysia guianensis,Vochysia guianensis,vochysia guianensis,Vochysia guianensis,FALSE,1,715831,FALSE,,1
Cercidiphyllum japonicum,Cercidiphyllum japonicum,cercidiphyllum japonicum,Cercidiphyllum japonicum,FALSE,1,324758,FALSE,,1
Fraxinus platypoda,Fraxinus platypoda,fraxinus platypoda,Fraxinus platypoda,FALSE,1,846447,FALSE,,1
Pterocarya rhoifolia,Pterocarya rhoifolia,pterocarya rhoifolia,Pterocarya rhoifolia,FALSE,1,496574,FALSE,,1
Balanites aegyptiaca,Balanites aegyptiaca,balanites aegyptiaca,Balanites aegyptiaca,FALSE,1,389934,FALSE,,1
Abies concolor,Abies concolor,abies concolor,Abies concolor,FALSE,1,876315,FALSE,,1
Calocedrus decurrens,Calocedrus decurrens,calocedrus decurrens,Calocedrus decurrens,FALSE,1,1080789,FALSE,,1
Dictyocaryum lamarckianum,Dictyocaryum lamarckianum,dictyocaryum lamarckianum,Dictyocaryum lamarckianum,FALSE,1,1086256,FALSE,,1
Amomyrtus luma,Amomyrtus luma,amomyrtus luma,Amomyrtus luma,FALSE,1,549491,FALSE,,1
Amomyrtus meli,Amomyrtus meli,amomyrtus meli,Amomyrtus meli,FALSE,1,851358,FALSE,,1
Eucryphia cordifolia,Eucryphia cordifolia,eucryphia cordifolia,Eucryphia cordifolia,FALSE,1,650184,FALSE,,1
Podocarpus nubigenus,Podocarpus nubigenus,podocarpus nubigenus,Podocarpus nubigenus,FALSE,1,934,FALSE,,1
Saxegothaea conspicua,Saxegothaea conspicua,saxegothaea conspicua,Saxegothaea conspicua,FALSE,1,700834,FALSE,,1
Drimys winteri,Drimys winteri,drimys winteri,Drimys winteri,FALSE,1,777325,FALSE,,1
Laurelia sempervirens,Laurelia sempervirens,laurelia sempervirens,Laurelia sempervirens,FALSE,1,929977,FALSE,,1
Lomatia dentata,Lomatia dentata,lomatia dentata,Lomatia dentata,FALSE,1,5494499,FALSE,,1
Luma apiculata,Luma apiculata,luma apiculata,Luma apiculata,FALSE,1,9523,FALSE,,1
Fitzroya cupressoides,Fitzroya cupressoides,fitzroya cupressoides,Fitzroya cupressoides,FALSE,1,791262,FALSE,,1
Nothofagus nitida,Nothofagus nitida,nothofagus nitida,Nothofagus nitida,FALSE,1,451276,FALSE,,1
Prunus sibirica,Prunus sibirica,prunus sibirica,Prunus sibirica,FALSE,1,296729,FALSE,sibling_higher,1
Quercus montana,Quercus montana,quercus montana,Quercus montana,FALSE,1,252507,FALSE,,1
Buxus balearica,Buxus balearica,buxus balearica,Buxus balearica,FALSE,1,572096,FALSE,sibling_higher,1
Choerospondias axillaris,Choerospondias axillaris,choerospondias axillaris,Choerospondias axillaris,FALSE,1,506732,FALSE,,1
Quercus glauca,Quercus glauca,quercus glauca,Quercus glauca,FALSE,1,429780,FALSE,,4
Pinus mugo,Pinus mugo,pinus mugo,Pinus mugo,FALSE,1,1069751,FALSE,,1
Cornus controversa,Cornus controversa,cornus controversa,Cornus controversa,FALSE,1,414754,FALSE,,1
Prunus grayana,Prunus grayana,prunus grayana,Prunus grayana,FALSE,1,870878,FALSE,sibling_higher,1
Shorea macroptera,Shorea macroptera,shorea macroptera,Shorea macroptera,FALSE,1,30500,FALSE,,1
Shorea parvifolia,Shorea parvifolia,shorea parvifolia,Shorea parvifolia,FALSE,1,564878,FALSE,,1
